,am,ar,bg,bn,ca,ckb,cs,cy,da,de,dv,el,en,es,et,eu,fa,fi,fr,gu,hi,ht,hu,hy,in,is,it,iw,ja,ka,kn,ko,lt,lv,ml,mr,my,ne,nl,no,or,pa,pl,ps,pt,ro,ru,si,sl,sr,sv,ta,te,th,tl,tr,uk,und,ur,vi,zh,unique_users,row_count,text_duplicated_count,date,am_dupl,ar_dupl,bg_dupl,bn_dupl,ca_dupl,ckb_dupl,cs_dupl,cy_dupl,da_dupl,de_dupl,dv_dupl,el_dupl,en_dupl,es_dupl,et_dupl,eu_dupl,fa_dupl,fi_dupl,fr_dupl,gu_dupl,hi_dupl,ht_dupl,hu_dupl,hy_dupl,in_dupl,is_dupl,it_dupl,iw_dupl,ja_dupl,ka_dupl,kn_dupl,ko_dupl,lt_dupl,lv_dupl,ml_dupl,mr_dupl,my_dupl,ne_dupl,nl_dupl,no_dupl,or_dupl,pa_dupl,pl_dupl,ps_dupl,pt_dupl,ro_dupl,ru_dupl,si_dupl,sl_dupl,sr_dupl,sv_dupl,ta_dupl,te_dupl,th_dupl,tl_dupl,tr_dupl,uk_dupl,und_dupl,ur_dupl,vi_dupl,zh_dupl,sd,sd_dupl,km,km_dupl,lo,ug,lo_dupl,ug_dupl,bo,bo_dupl
193,9.0,255,42,35,68,1.0,97,14,78,2816,0.0,212,22410,1995,101,52,110,141,2163,31,167,66,9,1.0,240,34,1923,56,386,22,18,43,25,35,0.0,7,3.0,0.0,198,45,0.0,1.0,331,1.0,295,99,1750,0.0,39,48,100,37,21,161,49,399,3462,4658,61,111,152,19159,45683,366,2022-10-21,0.0,0,0,0,3,0.0,3,1,0,5,0.0,1,200,17,0,0,0,0,4,0,0,0,0,0.0,0,0,10,0,5,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,1,0.0,0,0,0,1,0,0,0,6,2,100,0,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,8.0,631,30,360,154,10.0,344,49,175,11517,0.0,1412,130093,4448,222,61,54,258,6216,51,505,158,23,1.0,546,30,9078,70,3636,34,32,102,48,55,101.0,101,0.0,9.0,953,144,9.0,18.0,951,3.0,586,203,2860,50.0,48,30,232,187,77,622,87,827,1904,6992,239,120,455,78564,188219,117297,2022-06-20,0.0,326,1,2,58,3.0,129,31,56,7134,0.0,935,88012,1651,116,4,12,128,4124,0,94,74,10,0.0,53,4,5825,9,854,7,0,40,4,14,3.0,0,0.0,0.0,526,43,1.0,0.0,592,1.0,119,35,1892,0.0,18,0,96,21,2,515,7,354,1347,1696,27,24,268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,4.0,258,38,53,99,0.0,87,13,107,2298,0.0,247,23841,2476,145,40,63,121,2077,33,225,81,23,0.0,702,27,1667,55,452,24,28,37,33,24,11.0,11,4.0,5.0,243,36,5.0,4.0,332,4.0,721,119,1295,0.0,37,27,82,46,33,255,119,238,3143,4797,137,90,226,21184,47399,611,2022-11-19,0.0,1,0,0,0,0.0,0,0,0,2,0.0,0,260,4,0,0,0,0,35,0,0,0,0,0.0,1,0,0,0,10,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,28,9,0,0.0,0,0,0,0,0,0,0,0,0,248,0,0,13,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,6.0,952,55,371,113,4.0,203,17,126,10476,0.0,859,102403,4299,198,41,63,363,16386,55,686,114,11,1.0,732,26,7160,70,1710,32,42,60,35,37,102.0,61,6.0,28.0,828,110,9.0,15.0,588,10.0,562,340,1957,59.0,54,44,333,206,72,205,94,759,1658,6459,133,68,382,75990,162852,102762,2022-07-18,2.0,414,27,3,35,0.0,92,5,37,6928,0.0,487,67147,1827,96,3,12,220,13687,0,117,34,4,1.0,42,0,4755,15,574,5,0,12,8,11,1.0,0,4.0,1.0,518,14,0.0,0.0,344,0.0,127,158,1101,0.0,20,17,228,4,8,118,11,307,1003,1965,18,3,189,0.0,0.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
197,2.0,277,43,52,34,0.0,85,14,81,2876,0.0,223,20120,1884,88,67,69,175,2203,29,183,52,17,0.0,186,31,1482,48,429,23,36,41,33,28,5.0,15,2.0,3.0,263,39,3.0,1.0,313,2.0,334,81,1713,0.0,32,31,109,42,22,127,42,461,3508,4585,39,95,189,16956,42967,323,2022-10-16,0.0,7,0,0,0,0.0,0,1,0,3,0.0,0,212,15,0,0,0,0,3,0,0,0,0,0.0,1,2,0,0,6,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,0,0.0,0,0,0,0,0,0,0,1,13,53,0,0,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,12.0,446,41,222,178,3.0,383,46,243,13864,0.0,895,154013,6994,304,59,171,540,38081,75,650,97,28,1.0,573,26,15662,63,5512,51,43,118,35,103,88.0,57,0.0,29.0,1181,191,10.0,15.0,961,5.0,1417,243,2414,73.0,118,61,319,186,73,441,163,1693,1730,10037,328,92,466,114663,261924,164511,2022-06-17,5.0,133,5,4,51,3.0,79,16,97,8791,0.0,348,96036,3311,156,2,103,320,32558,1,109,9,5,0.0,109,1,10993,3,1942,14,1,59,0,60,1.0,2,0.0,0.0,568,16,2.0,0.0,487,1.0,799,71,1432,0.0,76,5,191,36,0,300,52,949,1183,2665,119,16,216,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,14.0,238,38,30,309,0.0,285,17,90,7383,0.0,211,109677,3475,94,67,60,443,7385,28,184,61,10,0.0,254,32,5189,66,1122,30,34,64,592,65,7.0,3,9.0,17.0,814,46,0.0,2.0,879,3.0,462,242,3364,0.0,53,38,223,85,32,223,69,1133,8392,12969,135,69,285,81477,167102,120623,2022-07-30,12.0,102,1,0,242,0.0,192,7,32,4899,0.0,105,85974,1952,27,10,22,274,5476,4,99,7,3,0.0,31,0,3810,6,691,1,6,24,560,28,0.0,0,6.0,16.0,546,8,0.0,2.0,617,1.0,184,138,2477,0.0,14,2,155,45,2,144,10,670,6039,4820,60,10,59,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
200,2.0,318,38,51,86,1.0,124,48,95,3335,0.0,273,31275,2902,100,56,86,178,3019,33,353,92,25,0.0,641,26,2990,50,762,30,31,107,40,27,3.0,10,1.0,2.0,432,62,2.0,11.0,379,3.0,466,133,1722,0.0,46,29,152,54,31,166,124,1070,3254,10275,338,151,255,31159,66366,1389,2022-10-09,0.0,4,0,0,0,0.0,1,1,0,9,0.0,0,378,16,1,0,0,0,2,0,0,0,0,0.0,4,0,9,0,8,0,0,1,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,6,0.0,0,0,0,0,0,0,0,4,10,920,0,0,15,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
201,30.0,578,61,343,178,2.0,185,29,539,10694,0.0,908,166279,10918,135,65,485,493,8364,76,825,162,44,5.0,532,19,10087,52,2818,27,35,160,50,33,129.0,119,1.0,59.0,895,80,7.0,20.0,836,5.0,714,222,2797,84.0,94,57,951,405,67,478,126,1156,1969,9892,343,89,655,97472,237466,149941,2022-06-08,16.0,330,31,3,43,0.0,72,10,422,6424,0.0,366,111435,6987,15,5,410,312,5692,7,175,67,28,3.0,53,1,6812,5,852,0,0,60,5,9,0.0,50,0.0,1.0,510,22,0.0,1.0,505,1.0,150,51,1799,1.0,58,6,778,197,0,363,33,493,1297,2455,118,20,381,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,5.0,124,49,33,92,0.0,115,14,97,2623,0.0,135,22094,1267,80,56,55,129,1453,31,161,89,7,0.0,210,17,2061,50,412,28,28,30,34,27,5.0,7,1.0,1.0,215,49,1.0,3.0,243,6.0,166,85,1222,1.0,48,29,93,42,24,110,42,209,2952,4009,41,86,189,15684,41485,291,2022-11-06,0.0,0,0,0,0,0.0,0,0,0,4,0.0,0,157,8,2,0,0,1,3,0,0,0,0,0.0,0,0,12,0,12,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,2,72,0,3,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,6.0,432,30,305,114,6.0,380,25,120,9887,0.0,387,118497,5640,203,73,171,355,6873,48,930,325,15,2.0,684,30,6826,80,1831,48,50,93,75,84,130.0,64,4.0,27.0,426,116,10.0,22.0,1119,10.0,593,297,2529,27.0,34,32,207,212,67,249,98,1258,2287,6704,375,101,485,81056,172111,104306,2022-07-07,3.0,111,2,2,32,0.0,66,9,23,6034,0.0,62,76543,2866,110,9,97,190,4743,0,361,252,8,1.0,78,0,4453,7,454,13,0,22,36,54,7.0,14,1.0,0.0,175,7,0.0,2.0,733,0.0,141,112,1707,0.0,4,1,91,21,3,135,8,832,1705,1575,220,15,153,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0
204,65.0,1528,22,136,227,14.0,905,62,477,17988,0.0,743,319824,10067,386,35,205,799,19702,96,1710,63,17,2.0,1059,13,17183,135,4393,16,70,132,55,250,26.0,64,10.0,15.0,1023,62,27.0,12.0,4560,3.0,780,292,3633,6.0,69,26,374,274,86,1674,152,1860,8951,19353,244,100,603,209138,442668,319146,2022-03-19,37.0,797,5,16,63,3.0,602,38,345,11294,0.0,474,242862,6709,211,6,94,385,14430,25,903,18,2,0.0,444,1,11517,55,2849,2,20,66,24,200,0.0,15,3.0,3.0,490,16,7.0,0.0,3143,0.0,220,127,2247,1.0,28,8,167,121,18,1331,40,805,7698,7643,147,32,336,2.0,0.0,5.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0
205,5.0,579,44,66,122,6.0,147,113,108,3584,1.0,426,35798,2826,142,55,188,185,3095,54,605,77,16,0.0,1076,35,2664,70,657,23,43,39,42,41,27.0,65,2.0,8.0,457,52,7.0,14.0,461,2.0,429,135,1622,10.0,33,41,92,221,46,607,126,1431,3214,7737,191,203,234,37457,70401,512,2022-09-09,0.0,2,0,0,0,0.0,0,0,0,7,0.0,0,280,4,0,0,0,0,10,0,7,0,0,0.0,0,0,7,0,8,0,0,0,0,0,0.0,1,0.0,0.0,1,0,0.0,0.0,2,0.0,2,0,0,0.0,0,0,0,0,0,0,0,0,0,178,1,0,2,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,12.0,4500,42,37,249,1.0,134,22,212,6417,11.0,471,129535,6212,208,57,882,464,17068,34,581,69,6,0.0,673,15,4741,146,803,12,17,30,46,60,4.0,4,0.0,1.0,778,79,3.0,1.0,695,3.0,476,282,3380,1.0,32,12,328,41,33,294,72,6036,4310,12513,1293,83,154,104750,204678,156601,2022-08-06,11.0,2999,5,3,164,1.0,53,2,122,4261,8.0,320,106170,4646,127,9,774,308,14622,4,426,16,3,0.0,442,0,3397,77,464,0,0,11,10,34,0.0,2,0.0,0.0,481,24,2.0,0.0,441,2.0,182,198,1950,0.0,4,0,226,8,1,232,30,4871,1451,5786,1184,8,29,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,6.0,1169,40,95,308,13.0,430,67,221,16446,1.0,632,254626,12526,228,63,235,635,18647,106,3475,103,27,2.0,457,11,15877,102,1972,21,54,324,73,396,32.0,77,11.0,9.0,1451,113,31.0,13.0,2943,5.0,959,469,4151,3.0,106,27,500,362,66,639,97,1839,4669,15613,301,93,908,166366,364875,260327,2022-04-01,1.0,625,13,6,125,5.0,235,45,109,10165,0.0,394,191292,9009,96,29,98,287,13515,42,2484,38,2,0.0,140,1,10973,50,785,3,7,268,34,332,0.0,8,5.0,2.0,809,34,8.0,2.0,1879,0.0,344,314,2719,1.0,60,13,334,138,9,402,35,877,3552,6811,200,35,528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,7.0,164,41,49,111,0.0,93,26,94,2990,1.0,281,26475,2367,212,59,55,140,2760,31,244,79,9,0.0,426,31,2619,60,591,31,27,39,37,38,26.0,19,4.0,10.0,329,66,0.0,3.0,344,0.0,426,119,1586,3.0,41,33,113,184,34,140,98,599,3329,5551,87,93,342,24456,53767,537,2022-08-31,0.0,0,0,0,0,0.0,0,0,0,11,0.0,0,283,12,0,0,0,0,6,0,2,0,0,0.0,0,0,14,0,8,0,0,0,0,0,0.0,0,0.0,0.0,2,0,0.0,0.0,22,0.0,12,0,0,0.0,0,0,0,1,0,0,0,4,2,154,0,0,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,25.0,960,71,140,262,6.0,250,71,238,24700,0.0,667,221971,8765,337,87,436,829,17705,92,863,105,20,0.0,574,20,17104,54,2549,51,51,75,47,184,19.0,29,7.0,10.0,1288,99,10.0,7.0,2215,9.0,858,1309,3337,3.0,59,37,484,133,60,786,90,1230,4118,11896,133,110,915,141096,328562,233460,2022-04-29,9.0,637,12,80,70,3.0,116,25,94,16899,0.0,438,167756,4900,180,8,320,384,14405,30,395,12,0,0.0,99,1,10974,3,1535,15,6,24,8,110,3.0,2,0.0,0.0,765,14,1.0,0.0,1210,0.0,191,1120,2144,0.0,21,3,282,22,0,584,15,652,3334,3116,33,15,385,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,6.0,152,32,60,91,0.0,69,17,96,4226,0.0,180,23179,1684,97,54,84,132,2210,31,159,74,4,1.0,243,17,1898,68,530,30,27,50,29,57,15.0,11,4.0,1.0,218,102,4.0,3.0,218,1.0,350,110,1490,0.0,33,25,101,58,29,79,72,397,3205,5429,76,87,288,19995,47994,389,2022-08-19,0.0,3,0,0,0,0.0,0,1,1,5,0.0,0,169,2,2,0,0,0,7,0,0,0,0,0.0,0,0,18,0,8,0,0,0,0,1,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,2,0,3,0.0,0,0,0,0,0,0,0,2,1,161,0,0,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,3.0,208,40,54,110,1.0,163,21,79,2371,0.0,88,27033,2154,120,71,54,111,2005,41,420,99,20,2.0,528,27,1380,47,788,22,30,62,32,26,11.0,22,4.0,4.0,212,37,10.0,14.0,230,3.0,353,121,976,4.0,62,30,89,75,50,96,121,404,2612,5583,189,82,134,21218,49741,431,2022-12-28,0.0,0,0,0,2,0.0,0,1,0,14,0.0,0,107,19,0,0,0,0,7,0,0,0,0,0.0,0,0,3,0,9,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,1,0.0,0,0,0,0,0,1,0,1,0,244,0,0,21,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,9.0,660,28,306,164,1.0,278,13,153,9522,0.0,907,156337,7106,179,57,112,467,6232,152,776,115,29,5.0,802,35,10742,72,2654,43,48,106,32,180,68.0,61,5.0,62.0,641,96,8.0,17.0,848,3.0,612,242,2349,56.0,39,96,194,233,64,326,132,1158,1839,9529,126,97,1279,95211,218506,131445,2022-05-26,3.0,358,1,5,48,0.0,157,2,51,5360,0.0,361,101287,3466,79,5,40,200,3494,3,137,9,7,4.0,220,0,6635,3,1064,11,0,27,6,143,3.0,1,0.0,1.0,352,30,0.0,0.0,419,0.0,142,54,1351,0.0,2,39,78,41,0,208,31,573,1181,2835,23,7,888,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
213,34.0,2259,17,188,932,10.0,763,31,589,24277,3.0,664,396252,19290,1188,49,404,1093,24689,178,6921,88,21,1.0,817,6,20620,263,6528,3,250,127,41,129,91.0,136,9.0,15.0,1543,258,54.0,49.0,4959,5.0,1844,716,5257,13.0,118,33,353,1189,112,6721,194,4240,4229,24342,367,79,1113,290566,566767,386037,2022-03-06,22.0,895,0,26,649,0.0,377,6,364,15149,1.0,221,284254,12599,1028,31,153,547,16939,34,4248,28,4,0.0,320,0,13880,115,4233,0,108,59,20,78,16.0,45,1.0,0.0,569,164,12.0,8.0,3072,1.0,620,453,3200,1.0,58,12,120,744,25,6194,86,1991,3133,8236,175,16,697,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,5.0,170,45,71,77,5.0,102,16,89,3807,0.0,275,29949,2623,105,71,65,240,2775,59,516,86,13,2.0,283,24,2357,81,555,24,57,33,33,45,6.0,29,6.0,2.0,294,54,9.0,7.0,359,3.0,357,138,1664,1.0,37,26,161,154,54,148,48,732,3670,9549,185,181,589,26658,63125,1231,2022-09-16,0.0,0,0,0,0,0.0,0,1,0,7,0.0,0,233,4,0,0,0,0,5,0,0,0,0,0.0,0,0,2,0,8,0,0,0,0,0,0.0,0,0.0,0.0,2,0,0.0,0.0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,8,6,948,1,0,5,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,2.0,743,68,333,269,4.0,463,47,206,18302,1.0,1037,212334,10640,292,57,135,1266,12097,115,946,115,60,1.0,546,24,16371,74,3487,60,44,100,42,336,92.0,51,8.0,61.0,1720,206,6.0,19.0,1598,14.0,837,279,3078,50.0,109,43,435,196,60,656,255,1116,4504,13063,188,130,682,132871,310075,202858,2022-05-11,1.0,404,19,2,95,0.0,314,17,82,12521,0.0,509,145946,6298,148,0,50,711,8493,2,243,24,42,0.0,58,3,10970,4,1403,28,2,31,2,284,0.0,2,0.0,2.0,1226,139,2.0,2.0,1011,3.0,214,97,2059,0.0,82,6,231,25,1,491,157,573,3689,3622,90,25,403,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,13.0,1194,27,73,501,9.0,592,91,281,17210,0.0,838,234857,14096,216,39,178,1060,14803,87,1459,115,13,3.0,629,6,17207,52,1966,17,28,105,636,327,16.0,34,6.0,9.0,1926,96,19.0,22.0,3228,13.0,842,275,4118,2.0,165,18,261,160,40,699,198,2158,6483,13829,254,63,853,164801,344515,241061,2022-03-31,6.0,667,4,3,402,1.0,398,66,109,10375,0.0,559,172868,10220,114,4,80,654,10536,25,858,46,2,0.0,345,0,11235,17,896,1,3,57,601,278,1.0,5,0.0,1.0,1052,30,6.0,9.0,2218,3.0,306,117,2663,0.0,102,2,104,57,3,466,119,1126,5415,5166,166,6,488,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,10.0,522,61,81,250,2.0,185,19,120,9016,0.0,568,47859,5008,118,65,135,505,6943,42,403,160,20,6.0,469,24,6298,76,659,34,42,44,54,63,9.0,13,3.0,3.0,952,80,18.0,1.0,859,7.0,837,232,3106,1.0,65,40,176,71,30,190,96,3854,4685,8353,141,174,453,45990,104313,576,2022-09-21,0.0,10,0,0,0,0.0,0,0,0,16,0.0,0,292,24,0,0,1,1,23,0,1,0,0,0.0,5,0,7,0,7,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,19,0.0,0,0,0,0,0,0,0,20,1,140,0,0,8,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,6.0,345,41,49,79,4.0,119,12,135,5435,0.0,234,29314,2182,81,71,105,238,2751,22,226,70,18,2.0,344,25,2708,74,677,20,19,37,32,34,7.0,8,3.0,3.0,432,52,5.0,5.0,502,1.0,424,151,1960,0.0,39,25,107,32,33,207,83,2347,3465,7050,74,227,192,26221,62944,405,2022-09-12,0.0,5,0,0,0,0.0,0,0,0,15,0.0,0,164,10,0,0,0,0,4,0,2,0,0,0.0,0,0,18,0,7,0,0,0,0,0,0.0,0,0.0,0.0,1,0,0.0,0.0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,1,13,4,160,0,0,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
219,20.0,2611,30,132,389,13.0,430,37,486,15405,0.0,520,274540,15363,328,16,723,393,22922,420,10802,48,19,7.0,1957,5,12579,129,3418,5,309,221,17,66,141.0,272,14.0,42.0,891,96,80.0,83.0,3843,19.0,2911,352,3848,10.0,78,13,174,2036,148,11746,169,6445,1613,16228,430,51,932,265795,417031,267938,2022-03-02,10.0,1104,19,4,167,0.0,180,7,246,8654,0.0,167,185641,9414,185,2,274,138,15045,68,6756,6,7,0.0,1130,0,7303,40,1763,0,155,131,2,29,17.0,72,7.0,5.0,266,42,20.0,15.0,2470,1.0,1567,157,2403,0.0,27,0,46,1266,30,10771,65,3370,938,5039,114,2,580,1.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
220,10.0,528,46,361,142,3.0,215,28,129,11212,0.0,945,126592,5690,457,63,118,429,10038,100,1228,107,12,1.0,579,26,9275,61,6079,38,52,85,42,49,93.0,48,2.0,53.0,689,87,6.0,6.0,1413,3.0,641,259,1798,74.0,46,42,271,231,73,406,125,993,3252,11538,184,111,692,87709,197877,121937,2022-05-22,8.0,253,15,2,41,2.0,112,6,29,7066,0.0,597,82975,2949,340,5,54,212,7443,2,248,8,0,0.0,60,0,5788,1,3366,8,0,41,7,19,0.0,3,0.0,0.0,366,14,2.0,0.0,902,0.0,188,80,948,7.0,12,4,145,110,1,307,44,508,2713,3376,59,18,473,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
221,3.0,322,37,52,80,1.0,76,11,71,3807,0.0,250,25321,2188,91,59,74,197,2888,28,163,72,17,2.0,326,31,1856,117,535,22,37,44,41,29,12.0,9,0.0,3.0,421,44,3.0,1.0,376,0.0,262,91,1880,0.0,32,48,118,45,26,166,53,667,2868,5989,34,170,832,21260,52998,853,2022-09-25,0.0,1,0,0,0,0.0,0,0,0,6,0.0,0,248,11,1,0,0,0,5,0,1,0,0,0.0,0,0,6,0,10,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,9,0.0,0,0,0,0,0,0,0,1,1,140,0,0,413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
222,7.0,596,71,298,1118,5.0,359,83,693,15158,2.0,2010,216995,79648,356,69,167,1619,22011,70,764,99,50,0.0,620,41,23574,64,2734,25,37,55,120,159,74.0,36,4.0,64.0,2404,252,6.0,10.0,5422,8.0,1690,353,5169,54.0,120,84,940,136,61,568,210,6880,6146,18915,215,102,634,206608,420237,306692,2022-05-15,4.0,291,32,2,820,0.0,210,46,532,9599,0.0,1262,156043,70560,235,7,98,833,17583,4,207,19,10,0.0,158,4,16741,3,765,1,2,15,67,101,4.0,7,0.0,3.0,1568,141,2.0,0.0,4478,3.0,934,153,3844,0.0,66,36,425,16,4,392,92,5291,4699,7738,119,12,411,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
223,30.0,2850,56,71,175,1.0,220,37,176,12633,0.0,881,157905,18663,228,71,249,408,17327,55,1364,124,24,0.0,990,31,8536,88,2047,41,92,65,65,70,16.0,56,20.0,7.0,1163,96,2.0,13.0,645,4.0,1346,188,3044,11.0,50,33,262,237,31,24168,224,6879,5700,10332,487,91,5224,148928,285907,201048,2022-08-02,17.0,1585,10,5,82,0.0,119,8,58,8570,0.0,563,114820,13977,104,12,65,198,14123,16,850,39,11,0.0,329,0,5644,28,1136,5,58,13,18,30,0.0,27,16.0,1.0,595,5,0.0,3.0,339,0.0,595,70,1403,8.0,8,0,159,142,1,23667,81,4480,1931,2782,256,22,1964,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
224,4.0,109,40,38,104,0.0,76,29,53,2169,0.0,97,22343,1274,130,47,47,133,1389,45,199,57,17,0.0,305,20,1050,56,416,36,30,48,37,31,5.0,33,2.0,2.0,193,33,1.0,13.0,164,1.0,224,119,1213,5.0,23,42,79,61,39,133,60,193,2904,4555,56,106,162,15846,40850,697,2022-12-04,0.0,3,0,0,2,0.0,1,0,0,8,0.0,0,465,3,1,0,0,2,9,0,0,0,0,0.0,0,0,1,0,7,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,1,0.0,0,0,0,0,0,0,0,0,1,193,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
225,25.0,3015,10,132,239,13.0,204,67,200,14408,0.0,646,242995,19396,303,19,622,443,23766,198,10370,81,26,4.0,904,5,10054,132,3683,41,106,211,19,42,104.0,193,3.0,37.0,954,65,52.0,71.0,2953,67.0,2952,258,1812,14.0,45,11,155,1598,218,44649,116,16395,1306,13358,999,20,559,309760,421355,282291,2022-02-25,8.0,799,2,12,63,1.0,83,41,59,7440,0.0,227,168316,11910,109,2,193,150,15976,36,6415,13,4,0.0,390,1,5287,29,2782,9,23,164,1,22,12.0,32,0.0,12.0,267,10,3.0,27.0,1701,19.0,1386,82,779,1.0,17,0,32,829,102,41966,35,8613,775,4252,430,3,337,10.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0
226,15.0,1319,33,67,495,17.0,640,46,264,22980,0.0,1624,290615,28054,302,39,614,1080,23970,49,1168,55,16,1.0,640,10,30096,92,4145,26,29,311,42,264,12.0,23,15.0,8.0,2089,124,9.0,13.0,3582,12.0,1126,847,5234,0.0,225,22,305,143,34,2970,121,2777,5872,16449,464,81,893,218293,452569,336058,2022-04-05,1.0,552,3,8,258,1.0,354,18,123,15209,0.0,1114,224788,22392,188,4,419,661,18618,6,578,17,2,0.0,311,0,22424,37,2423,5,4,149,5,213,0.0,2,7.0,4.0,1193,54,1.0,6.0,2450,2.0,426,692,3714,0.0,177,6,130,44,1,2609,52,1778,4699,6231,320,12,563,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
227,7.0,459,44,434,130,7.0,452,47,117,10142,0.0,891,98287,4429,208,54,107,273,9659,133,537,93,5,0.0,772,25,8645,77,2641,26,22,61,40,28,84.0,44,8.0,49.0,548,109,10.0,14.0,781,3.0,558,168,2050,57.0,177,44,193,170,56,267,127,995,2015,7373,413,123,365,69930,155655,100056,2022-07-03,1.0,135,18,1,46,0.0,81,27,33,6888,0.0,503,67438,2316,111,0,34,141,7638,5,113,10,1,0.0,103,0,6296,9,558,1,1,16,3,9,0.0,1,6.0,0.0,309,3,1.0,0.0,471,0.0,195,38,1369,3.0,84,1,107,17,1,170,10,622,1443,2160,315,16,178,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
228,0.0,142,44,40,77,0.0,78,11,82,2804,0.0,130,24762,1866,328,61,76,120,1982,27,186,83,12,0.0,233,24,1140,55,298,24,25,51,40,31,4.0,1,3.0,2.0,216,35,2.0,2.0,231,1.0,205,177,1318,1.0,32,38,98,51,28,123,79,1076,3089,4334,35,80,172,18173,46265,365,2022-11-02,0.0,0,0,1,0,0.0,0,0,0,2,0.0,0,174,13,0,1,0,0,3,0,0,0,0,0.0,0,0,6,0,8,0,0,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,1,0.0,0,0,0,0,0,0,0,2,1,139,0,0,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
