,am,ar,bg,bn,ca,ckb,cs,cy,da,de,dv,el,en,es,et,eu,fa,fi,fr,gu,hi,ht,hu,in,is,it,iw,ja,ka,kn,ko,lt,lv,ml,mr,my,ne,nl,no,or,pa,pl,ps,pt,ro,ru,sd,si,sl,sr,sv,ta,te,th,tl,tr,uk,und,ur,vi,zh,unique_users,row_count,text_duplicated_count,date,am_dupl,ar_dupl,bg_dupl,bn_dupl,ca_dupl,ckb_dupl,cs_dupl,cy_dupl,da_dupl,de_dupl,dv_dupl,el_dupl,en_dupl,es_dupl,et_dupl,eu_dupl,fa_dupl,fi_dupl,fr_dupl,gu_dupl,hi_dupl,ht_dupl,hu_dupl,in_dupl,is_dupl,it_dupl,iw_dupl,ja_dupl,ka_dupl,kn_dupl,ko_dupl,lt_dupl,lv_dupl,ml_dupl,mr_dupl,my_dupl,ne_dupl,nl_dupl,no_dupl,or_dupl,pa_dupl,pl_dupl,ps_dupl,pt_dupl,ro_dupl,ru_dupl,sd_dupl,si_dupl,sl_dupl,sr_dupl,sv_dupl,ta_dupl,te_dupl,th_dupl,tl_dupl,tr_dupl,uk_dupl,und_dupl,ur_dupl,vi_dupl,zh_dupl,hy,hy_dupl,km,km_dupl,ug,ug_dupl,lo,lo_dupl,bo,bo_dupl
87,47.0,1399,11,111,243,3.0,651,138.0,550,21817,0.0,536,313264,15809,677,69,215,1044,17175,77,1810,241,46.0,1432,16.0,14506,80,3798,30.0,35,497,57,151,30.0,62.0,17.0,41.0,1536,116,42.0,23.0,5270,5.0,1363,277,3178,1.0,8.0,182,17.0,364,379,105.0,2264,19835,2762,10668,22619,168,63,699,235245,468632,295047,2022-03-17,34.0,552,0,15,76,0.0,326,26.0,306,13090,0.0,243,217579,10464,244,8,103,517,11344,17,926,30,3.0,201,1.0,8968,27,2130,11.0,9,395,10,81,0.0,9.0,7.0,3.0,708,27,10.0,4.0,3624,0.0,340,100,1773,0.0,2.0,120,5.0,145,141,38.0,1929,74,1525,9389,6864,50,10,414,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,2.0,112,43,41,96,1.0,66,14.0,103,1853,0.0,113,22219,1483,147,31,48,115,2035,34,240,62,5.0,268,12.0,1009,55,279,15.0,30,36,35,24,11.0,5.0,2.0,7.0,206,38,1.0,14.0,226,2.0,222,113,999,1.0,0.0,37,25.0,84,63,28.0,73,62,220,2352,3954,81,83,166,15304,39702,827,2023-01-04,0.0,2,0,0,3,0.0,0,0.0,0,3,0.0,0,579,4,1,0,0,1,14,0,3,0,0.0,0,0.0,0,0,5,0.0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2,0.0,5,0,1,0.0,0.0,0,0.0,0,0,0.0,0,0,2,1,197,0,0,2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
89,17.0,2026,25,192,300,7.0,435,22.0,300,15123,0.0,556,258637,14810,463,18,816,381,20149,260,11254,84,18.0,847,4.0,11793,98,4473,15.0,325,120,107,53,129.0,217.0,17.0,14.0,1111,63,101.0,58.0,3310,17.0,2103,266,5349,6.0,17.0,47,15.0,182,2010,130.0,12173,154,4680,3325,15306,449,67,724,244493,395772,251503,2022-03-03,3.0,657,7,48,101,0.0,195,0.0,118,8112,0.0,194,174171,9379,255,6,283,129,13539,57,6841,33,4.0,348,0.0,6663,21,2509,1.0,159,39,89,21,14.0,71.0,13.0,2.0,444,20,27.0,9.0,1899,2.0,874,89,2682,2.0,2.0,12,0.0,66,1361,25.0,11494,72,2034,1147,4614,161,3,382,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90,3.0,122,50,51,94,1.0,66,21.0,98,2284,0.0,98,23359,1768,105,35,49,131,1748,48,213,72,14.0,254,20.0,1313,53,301,20.0,33,41,25,37,1.0,4.0,0.0,0.0,249,47,0.0,7.0,275,5.0,224,120,1000,0.0,5.0,27,33.0,110,56,26.0,66,66,243,2285,3861,66,100,178,15779,41582,411,2023-01-10,0.0,0,0,0,0,0.0,0,2.0,0,12,0.0,0,266,3,3,0,0,0,4,0,0,0,0.0,0,0.0,2,0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,2,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,91,0,0,19,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,9.0,255,42,35,68,1.0,97,14.0,78,2816,0.0,212,22410,1995,101,52,110,141,2163,31,167,66,9.0,240,34.0,1923,56,386,22.0,18,43,25,35,0.0,7.0,3.0,0.0,198,45,0.0,1.0,331,1.0,295,99,1750,0.0,0.0,39,48.0,100,37,21.0,161,49,399,3462,4658,61,111,152,19159,45683,366,2022-10-21,0.0,0,0,0,3,0.0,3,1.0,0,5,0.0,1,200,17,0,0,0,0,4,0,0,0,0.0,0,0.0,10,0,5,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,1,0.0,0.0,0,0.0,0,1,0.0,0,0,6,2,100,0,0,6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92,3.0,197,55,69,65,0.0,93,12.0,67,3484,0.0,225,23244,2304,79,35,150,165,2120,52,288,47,17.0,291,28.0,4932,72,503,31.0,26,32,30,36,8.0,11.0,2.0,7.0,279,53,10.0,5.0,276,0.0,675,96,1560,0.0,2.0,29,46.0,112,56,35.0,136,47,437,3902,4933,63,129,225,22050,51887,293,2022-10-20,0.0,1,0,0,0,0.0,0,0.0,0,3,0.0,0,153,7,1,0,0,0,2,0,2,0,0.0,1,0.0,18,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,0,0.0,10,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,2,2,78,0,0,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
93,0.0,92,44,41,72,1.0,69,14.0,91,2512,0.0,125,23183,2154,121,56,61,146,2092,33,139,65,15.0,245,19.0,1601,52,254,26.0,18,47,32,29,4.0,4.0,2.0,2.0,249,47,0.0,17.0,348,2.0,235,107,1084,2.0,2.0,28,28.0,106,81,38.0,77,59,294,2421,3924,65,140,109,16734,42926,271,2023-01-11,0.0,0,0,0,0,0.0,0,0.0,0,7,0.0,0,137,8,1,0,0,2,0,0,0,0,0.0,0,0.0,9,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,2,0.0,0.0,0,0.0,0,0,0.0,0,0,1,26,70,0,0,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,20.0,2611,30,132,389,13.0,430,37.0,486,15405,0.0,520,274540,15363,328,16,723,393,22922,420,10802,48,19.0,1957,5.0,12579,129,3418,5.0,309,221,17,66,141.0,272.0,14.0,42.0,891,96,80.0,83.0,3843,19.0,2911,352,3848,1.0,10.0,78,13.0,174,2036,148.0,11746,169,6445,1613,16228,430,51,932,265795,417031,267938,2022-03-02,10.0,1104,19,4,167,0.0,180,7.0,246,8654,0.0,167,185641,9414,185,2,274,138,15045,68,6756,6,7.0,1130,0.0,7303,40,1763,0.0,155,131,2,29,17.0,72.0,7.0,5.0,266,42,20.0,15.0,2470,1.0,1567,157,2403,0.0,0.0,27,0.0,46,1266,30.0,10771,65,3370,938,5039,114,2,580,7.0,0.0,4.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
95,1.0,114,32,51,78,0.0,63,17.0,85,3153,0.0,133,24850,1880,103,53,66,137,2385,48,265,59,14.0,269,27.0,1208,69,353,28.0,34,42,38,30,7.0,6.0,0.0,5.0,219,62,5.0,8.0,251,0.0,280,106,1142,2.0,0.0,43,21.0,96,73,38.0,56,66,418,2444,3898,53,71,149,18623,45207,567,2023-01-05,0.0,0,0,0,0,0.0,0,0.0,0,2,0.0,0,305,4,0,0,0,0,4,0,4,0,0.0,10,0.0,5,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,5,0,188,0,0,31,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96,15.0,1689,18,134,312,4.0,830,273.0,385,19599,0.0,761,288284,14711,547,44,256,1181,17995,99,2034,175,46.0,1836,19.0,16660,79,3713,32.0,82,92,113,167,40.0,62.0,3.0,11.0,1088,133,24.0,8.0,5060,10.0,1259,506,2496,0.0,4.0,382,43.0,344,562,84.0,7330,20177,3856,3171,20980,270,31,774,225706,440897,269272,2022-03-16,8.0,693,3,12,103,0.0,499,13.0,154,12092,0.0,412,193132,9823,258,0,80,575,11998,33,1068,33,4.0,384,0.0,10868,23,2086,23.0,44,33,64,91,1.0,8.0,0.0,2.0,408,26,7.0,0.0,3382,1.0,355,291,1365,0.0,0.0,308,13.0,145,318,21.0,6959,265,2221,2226,5726,108,2,505,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,0.0,645,43,59,103,0.0,216,14.0,118,5210,0.0,458,40613,4042,120,44,104,399,4606,41,359,104,29.0,480,27.0,4963,92,766,20.0,26,62,62,51,6.0,8.0,1.0,3.0,828,81,5.0,5.0,912,11.0,509,137,2324,0.0,1.0,38,34.0,166,61,26.0,157,164,2563,4468,9527,125,129,305,38817,86471,733,2022-10-08,0.0,7,0,0,0,0.0,0,0.0,0,3,0.0,0,508,10,0,0,0,0,9,0,1,0,0.0,6,0.0,3,0,9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2,0.0,0,0,6,0.0,0.0,0,0.0,0,0,0.0,0,1,12,0,139,0,0,17,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98,2.0,256,51,120,99,2.0,108,25.0,77,3088,0.0,139,48932,2490,147,69,72,151,2810,188,1687,97,38.0,554,28.0,2065,53,450,16.0,76,54,38,41,29.0,77.0,4.0,8.0,431,50,22.0,21.0,386,3.0,421,120,1303,0.0,1.0,40,36.0,110,198,95.0,202,132,542,2708,10975,172,78,193,40798,82385,1363,2022-12-22,0.0,0,0,0,0,0.0,0,0.0,0,6,0.0,0,229,11,0,0,0,1,1,3,10,0,0.0,0,0.0,4,0,7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2,0.0,0,0,1,0.0,0.0,0,0.0,0,0,2.0,0,0,0,0,1086,0,0,0,2.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
99,5.0,171,54,54,200,0.0,141,22.0,89,8065,0.0,430,79281,6769,435,49,62,206,10437,59,470,80,25.0,389,38.0,5128,61,674,23.0,34,56,40,65,14.0,4.0,4.0,4.0,278,78,5.0,12.0,493,7.0,451,395,2222,0.0,0.0,45,39.0,105,60,28.0,100,109,433,4212,7756,67,250,121,60220,130908,83589,2023-03-13,3.0,54,10,1,62,0.0,61,11.0,21,5779,0.0,224,52284,5135,277,2,25,70,8361,3,236,10,6.0,89,0.0,3815,3,369,4.0,1,20,1,34,0.0,0.0,2.0,0.0,108,39,0.0,3.0,281,5.0,206,279,1122,0.0,0.0,14,1.0,27,1,1.0,44,9,197,1284,2871,23,84,17,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,3.0,233,136,49,188,0.0,287,43.0,113,9896,0.0,267,89312,8832,154,69,582,264,10013,26,393,105,16.0,541,27.0,6772,58,800,60.0,28,64,76,45,10.0,10.0,3.0,3.0,766,81,1.0,5.0,1862,6.0,529,372,2338,1.0,4.0,60,32.0,129,61,46.0,645,85,871,3974,13277,274,112,188,73000,155202,102229,2023-03-07,2.0,76,53,1,93,0.0,160,19.0,21,6548,0.0,138,62314,6843,40,11,484,91,7392,0,177,19,1.0,129,0.0,5039,6,375,4.0,0,3,32,19,1.0,2.0,1.0,0.0,481,34,0.0,0.0,1546,3.0,189,257,1250,0.0,1.0,20,5.0,13,16,2.0,478,15,491,1424,5715,88,33,74,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,10.0,522,61,81,250,2.0,185,19.0,120,9016,0.0,568,47859,5008,118,65,135,505,6943,42,403,160,20.0,469,24.0,6298,76,659,34.0,42,44,54,63,9.0,13.0,3.0,3.0,952,80,18.0,1.0,859,7.0,837,232,3106,3.0,1.0,65,40.0,176,71,30.0,190,96,3854,4685,8353,141,174,453,45990,104313,576,2022-09-21,0.0,10,0,0,0,0.0,0,0.0,0,16,0.0,0,292,24,0,0,1,1,23,0,1,0,0.0,5,0.0,7,0,7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,19,0.0,0.0,0,0.0,0,0,0.0,0,0,20,1,140,0,0,8,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,5.0,579,44,66,122,6.0,147,113.0,108,3584,1.0,426,35798,2826,142,55,188,185,3095,54,605,77,16.0,1076,35.0,2664,70,657,23.0,43,39,42,41,27.0,65.0,2.0,8.0,457,52,7.0,14.0,461,2.0,429,135,1622,2.0,10.0,33,41.0,92,221,46.0,607,126,1431,3214,7737,191,203,234,37457,70401,512,2022-09-09,0.0,2,0,0,0,0.0,0,0.0,0,7,0.0,0,280,4,0,0,0,0,10,0,7,0,0.0,0,0.0,7,0,8,0.0,0,0,0,0,0.0,1.0,0.0,0.0,1,0,0.0,0.0,2,0.0,2,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,178,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,0.0,15,10,15,13,0.0,42,3.0,12,136,0.0,29,4935,3996,34,18,8,10,3146,4,23,18,4.0,65,8.0,1985,12,50,9.0,3,11,10,5,0.0,0.0,0.0,0.0,41,12,0.0,0.0,84,0.0,122,70,451,0.0,0.0,3,10.0,5,6,4.0,21,11,96,1680,613,5,43,24,10694,17930,11546,2023-05-29,0.0,2,0,1,4,0.0,10,0.0,2,45,0.0,7,3077,3435,4,3,0,0,2966,0,5,6,0.0,6,0.0,1585,0,9,0.0,0,1,2,0,0.0,0.0,0.0,0.0,11,0,0.0,0.0,64,0.0,19,34,30,0.0,0.0,0,0.0,0,0,0.0,4,2,41,23,134,0,14,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,32.0,448,37,305,173,10.0,431,25.0,125,12928,0.0,596,114379,10797,138,53,223,470,15507,58,873,121,23.0,773,29.0,7008,86,2107,32.0,52,93,47,49,107.0,51.0,7.0,59.0,1931,129,4.0,25.0,581,18.0,797,635,1939,0.0,42.0,98,35.0,316,260,68.0,253,94,2500,1869,7421,278,73,560,93481,188178,118650,2022-07-12,20.0,166,6,7,81,1.0,83,9.0,37,8820,0.0,261,72877,7092,22,0,106,318,13423,3,234,19,11.0,66,1.0,4690,23,401,6.0,4,19,8,12,0.0,3.0,4.0,0.0,1470,10,0.0,3.0,279,8.0,300,447,1198,0.0,0.0,75,1.0,220,31,0.0,162,25,1735,1256,2258,138,4,197,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,0.0,27,15,11,35,0.0,55,2.0,17,359,0.0,30,12775,4009,40,16,8,11,865,7,26,17,1.0,111,6.0,1693,14,27,8.0,13,13,9,7,0.0,0.0,0.0,0.0,40,9,0.0,0.0,68,0.0,160,100,544,0.0,0.0,19,5.0,14,5,5.0,37,8,93,1595,1007,4,125,37,10033,24102,11729,2023-05-01,0.0,10,0,0,17,0.0,9,0.0,0,118,0.0,12,5623,3407,0,0,0,2,592,0,4,0,0.0,19,0.0,1248,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,3,0,0.0,0.0,38,0.0,75,51,44,0.0,0.0,8,0.0,3,0,0.0,8,0,28,4,380,0,18,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,1.0,390,38,317,139,1.0,345,18.0,216,9756,0.0,430,109054,4352,251,47,203,438,6688,54,578,100,29.0,738,19.0,7240,107,2052,27.0,36,109,102,197,113.0,49.0,2.0,23.0,872,123,11.0,17.0,663,4.0,575,227,2517,0.0,64.0,51,38.0,199,203,65.0,195,83,1457,1869,6485,137,80,434,72561,160630,96991,2022-07-06,0.0,108,6,0,33,0.0,61,3.0,86,5803,0.0,122,70221,1793,143,2,149,264,4824,0,106,13,15.0,102,0.0,5002,16,482,1.0,0,31,58,155,0.0,2.0,0.0,0.0,673,15,0.0,1.0,366,1.0,182,43,1681,0.0,0.0,11,4.0,81,17,1.0,105,3,1033,1272,1751,41,6,103,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
107,0.0,39,11,10,26,0.0,84,4.0,11,545,0.0,193,14997,6159,25,9,4,16,7060,12,37,36,0.0,72,2.0,6678,16,32,6.0,5,14,5,14,3.0,2.0,0.0,0.0,360,14,0.0,0.0,78,0.0,183,94,737,0.0,0.0,8,6.0,13,10,8.0,16,7,53,1738,1144,20,95,32,21277,40743,27601,2023-05-15,0.0,15,0,0,2,0.0,35,0.0,0,334,0.0,106,8529,5531,0,0,0,2,6506,0,13,5,0.0,4,0.0,5592,0,1,0.0,0,0,0,1,0.0,1.0,0.0,0.0,258,2,0.0,0.0,36,0.0,124,55,112,0.0,0.0,1,0.0,0,0,0.0,1,0,6,17,272,11,29,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
108,38.0,892,69,338,382,7.0,246,37.0,313,19597,2.0,1455,239133,12893,227,76,131,1215,13556,80,1077,140,304.0,677,43.0,19469,82,3794,50.0,50,123,70,415,66.0,65.0,2.0,48.0,3275,113,8.0,23.0,2071,13.0,1266,456,3249,1.0,29.0,89,49.0,1080,180,68.0,801,246,2088,3599,15579,228,121,770,148006,352564,233971,2022-05-10,26.0,533,21,7,124,1.0,102,18.0,147,13416,0.0,805,168770,6958,69,2,50,780,9671,13,368,34,252.0,106,5.0,11881,23,1402,8.0,5,57,17,328,1.0,2.0,0.0,0.0,2214,31,3.0,3.0,1155,2.0,379,203,1928,0.0,0.0,38,13.0,770,13,0.0,634,119,1419,2618,5853,103,17,454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,21.0,1354,50,166,361,17.0,395,59.0,352,25364,1.0,977,252027,9595,323,85,225,1001,25486,130,1634,169,58.0,931,28.0,19510,74,4866,59.0,90,166,78,211,31.0,145.0,6.0,24.0,1479,126,32.0,38.0,2496,23.0,1627,456,3264,4.0,24.0,90,33.0,491,389,82.0,1056,211,2244,3097,19175,507,175,1088,179364,384278,217792,2022-05-04,4.0,400,4,19,96,5.0,149,13.0,116,14841,0.0,512,151619,3690,48,11,78,485,18885,21,450,15,9.0,268,0.0,11559,11,1463,19.0,4,38,3,113,0.0,3.0,1.0,6.0,527,21,5.0,0.0,1450,3.0,276,192,1532,0.0,0.0,14,4.0,175,70,0.0,698,11,618,2113,4423,58,24,620,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,26.0,818,54,305,221,4.0,358,58.0,238,19724,2.0,1092,203767,9036,273,85,133,2989,12731,56,1145,115,50.0,813,34.0,16749,65,3415,45.0,54,266,85,234,79.0,69.0,3.0,61.0,1540,330,12.0,12.0,1583,11.0,794,278,2558,1.0,51.0,153,35.0,1038,201,69.0,529,162,1409,3047,12658,130,72,565,129548,302490,193021,2022-05-12,15.0,475,9,21,60,0.0,208,19.0,64,13367,0.0,561,138652,4428,127,5,54,1407,9076,0,383,26,13.0,254,2.0,10327,3,1075,13.0,3,200,29,195,0.0,11.0,0.0,0.0,971,249,2.0,0.0,934,3.0,173,99,1489,0.0,0.0,105,0.0,703,21,0.0,373,45,748,2326,3316,28,8,346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,7.0,944,66,261,228,12.0,2567,32.0,292,20203,0.0,902,218908,7898,160,48,185,736,12042,143,1270,89,26.0,632,40.0,17991,76,3960,45.0,56,237,64,158,114.0,46.0,4.0,82.0,1367,205,17.0,22.0,1685,12.0,863,477,2895,1.0,64.0,99,29.0,358,196,61.0,694,125,1134,3139,12723,1483,100,729,131878,319003,212971,2022-05-06,1.0,575,21,3,64,2.0,2400,14.0,145,13399,0.0,312,154908,3915,37,0,96,369,8322,18,417,7,8.0,76,10.0,12088,9,1872,19.0,4,187,29,104,0.0,2.0,1.0,3.0,1006,40,2.0,1.0,1069,5.0,265,269,1756,0.0,0.0,51,2.0,181,13,1.0,543,17,544,2356,3643,1376,9,385,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,39,19,9,71,0.0,60,1.0,19,445,0.0,54,10806,9559,23,18,9,124,1371,4,405,30,1.0,105,5.0,3721,12,44,8.0,12,13,9,11,0.0,0.0,0.0,4.0,989,7,0.0,0.0,53,0.0,150,65,683,0.0,0.0,9,11.0,24,5,13.0,26,11,75,1636,1131,5,122,31,15638,32057,17872,2023-05-03,0.0,16,0,0,42,0.0,10,0.0,3,194,0.0,14,4118,8183,0,3,0,62,1006,0,364,4,0.0,10,0.0,2867,1,5,0.0,0,4,0,0,0.0,0.0,0.0,1.0,429,0,0.0,0.0,19,0.0,82,14,139,0.0,0.0,2,0.0,1,0,0.0,4,0,17,11,217,0,24,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
113,19.0,316,38,315,104,5.0,537,22.0,90,11854,0.0,291,121766,4741,200,51,175,197,11640,151,1249,71,3.0,576,28.0,6007,101,2327,25.0,49,58,50,32,77.0,32.0,4.0,32.0,617,87,9.0,11.0,1746,17.0,560,199,1395,0.0,28.0,32,34.0,180,270,64.0,205,78,812,1727,7184,104,75,268,83498,178935,127111,2022-07-10,14.0,103,11,11,41,0.0,257,5.0,12,8347,0.0,70,92588,2716,107,0,112,75,9589,12,807,10,1.0,73,0.0,4153,17,462,2.0,7,31,10,11,0.0,1.0,1.0,0.0,321,5,1.0,1.0,1437,9.0,258,57,751,0.0,0.0,6,8.0,105,104,0.0,118,8,520,1212,2380,50,7,97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,38,8,6,51,0.0,50,2.0,16,390,0.0,120,10318,4339,38,10,7,10,2735,8,36,22,3.0,90,5.0,3220,22,32,6.0,4,17,9,13,0.0,0.0,0.0,0.0,105,7,0.0,0.0,108,0.0,125,58,588,0.0,0.0,13,4.0,20,5,5.0,19,12,78,1849,829,16,89,41,12268,25596,14508,2023-05-17,0.0,9,1,0,25,0.0,11,0.0,1,181,0.0,60,4991,3675,2,2,0,1,2393,0,8,0,0.0,8,0.0,2579,2,8,0.0,0,1,0,0,0.0,0.0,0.0,0.0,47,1,0.0,0.0,55,0.0,53,29,40,0.0,0.0,3,0.0,1,0,0.0,1,5,23,3,268,1,19,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,11.0,443,28,290,134,3.0,385,21.0,146,9394,0.0,1106,121824,5296,550,52,109,322,10209,47,558,84,15.0,953,25.0,6049,94,3831,38.0,24,79,36,72,121.0,88.0,10.0,25.0,503,183,11.0,14.0,888,4.0,642,194,2549,0.0,70.0,85,34.0,247,195,60.0,248,98,1181,1736,9306,197,98,345,90519,181360,109708,2022-07-04,3.0,146,4,0,38,0.0,121,8.0,34,5630,0.0,675,78659,2339,427,1,30,151,8022,2,132,3,4.0,303,0.0,3751,10,936,10.0,0,13,5,38,0.0,4.0,6.0,0.0,239,39,1.0,0.0,537,1.0,219,47,1680,0.0,1.0,55,2.0,119,9,2.0,145,11,694,1168,2995,88,7,144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,9.0,608,59,67,115,1.0,126,14.0,106,4724,0.0,327,36130,3754,120,72,947,324,3972,44,537,74,22.0,1273,26.0,4031,87,685,33.0,45,72,44,43,3.0,23.0,3.0,3.0,510,73,4.0,6.0,446,1.0,617,127,2047,0.0,1.0,30,34.0,126,59,41.0,227,125,1813,3155,8737,126,186,354,35468,77368,678,2022-09-23,0.0,12,0,0,1,0.0,0,0.0,0,3,0.0,0,381,9,0,0,5,0,12,0,0,1,0.0,1,0.0,3,0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,14,0.0,4,0,2,0.0,0.0,1,0.0,0,0,0.0,0,0,40,4,167,1,0,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.0,177,55,43,233,0.0,194,21.0,89,5819,3.0,285,67837,6320,210,53,56,350,9261,38,284,71,16.0,404,24.0,4401,57,860,27.0,27,45,50,64,5.0,11.0,6.0,10.0,335,63,6.0,3.0,371,6.0,539,367,1597,0.0,2.0,39,43.0,122,91,44.0,218,62,495,2821,6667,111,199,108,49734,111719,72310,2023-03-11,0.0,69,15,2,88,0.0,114,6.0,30,3828,2.0,167,45514,5041,96,6,5,164,7454,0,111,13,3.0,120,0.0,3290,4,603,2.0,4,4,12,41,0.0,2.0,4.0,0.0,180,21,0.0,0.0,172,3.0,263,258,655,0.0,0.0,7,12.0,28,34,0.0,150,6,318,839,2386,66,67,31,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
118,2.0,258,65,49,120,0.0,124,43.0,98,8067,0.0,381,83035,6723,168,68,79,221,13164,41,388,71,7.0,390,27.0,5596,73,776,15.0,26,39,38,91,4.0,21.0,6.0,1.0,572,51,5.0,10.0,616,2.0,577,289,1822,0.0,1.0,53,31.0,150,185,41.0,230,89,383,3428,6799,82,133,253,65483,136083,93056,2023-03-05,1.0,93,20,0,26,0.0,36,20.0,29,5324,0.0,269,59778,5152,73,19,24,52,11306,1,170,9,2.0,109,0.0,4306,16,319,0.0,0,5,1,59,0.0,7.0,5.0,0.0,295,10,0.0,0.0,326,0.0,306,162,883,0.0,0.0,21,4.0,48,113,8.0,157,17,144,964,2236,24,60,47,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,4.0,170,54,46,104,1.0,61,20.0,84,1850,0.0,109,38251,1742,109,45,71,124,1967,32,125,74,11.0,526,28.0,1294,57,489,18.0,28,57,45,28,7.0,6.0,2.0,2.0,210,58,1.0,10.0,213,5.0,300,121,1292,1.0,2.0,31,29.0,94,55,35.0,395,47,339,3074,5351,80,92,130,28422,59609,700,2022-12-08,0.0,1,0,0,1,0.0,0,0.0,0,1,0.0,0,443,5,0,0,0,0,7,0,0,0,0.0,0,0.0,2,0,9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,1,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,1,229,0,0,0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
120,3.0,95,42,60,88,0.0,126,22.0,86,1845,0.0,118,22789,1538,124,58,42,132,1820,42,271,58,19.0,217,26.0,1242,50,324,31.0,29,41,25,34,5.0,9.0,1.0,2.0,210,44,2.0,14.0,238,3.0,265,111,1104,0.0,0.0,29,26.0,101,64,35.0,53,61,322,2551,4313,49,93,124,16331,41229,414,2022-12-20,0.0,0,0,0,0,0.0,0,0.0,0,0,0.0,0,133,3,1,0,0,1,9,0,0,0,0.0,0,0.0,1,0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,3,1,256,0,0,0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
