,am,ar,bg,bn,ca,ckb,cs,cy,da,de,dv,el,en,es,et,eu,fa,fi,fr,gu,hi,ht,hu,in,is,it,iw,ja,ka,kn,ko,lt,lv,ml,mr,my,ne,nl,no,or,pa,pl,ps,pt,ro,ru,sd,si,sl,sr,sv,ta,te,th,tl,tr,uk,und,ur,vi,zh,unique_users,row_count,text_duplicated_count,date,am_dupl,ar_dupl,bg_dupl,bn_dupl,ca_dupl,ckb_dupl,cs_dupl,cy_dupl,da_dupl,de_dupl,dv_dupl,el_dupl,en_dupl,es_dupl,et_dupl,eu_dupl,fa_dupl,fi_dupl,fr_dupl,gu_dupl,hi_dupl,ht_dupl,hu_dupl,in_dupl,is_dupl,it_dupl,iw_dupl,ja_dupl,ka_dupl,kn_dupl,ko_dupl,lt_dupl,lv_dupl,ml_dupl,mr_dupl,my_dupl,ne_dupl,nl_dupl,no_dupl,or_dupl,pa_dupl,pl_dupl,ps_dupl,pt_dupl,ro_dupl,ru_dupl,sd_dupl,si_dupl,sl_dupl,sr_dupl,sv_dupl,ta_dupl,te_dupl,th_dupl,tl_dupl,tr_dupl,uk_dupl,und_dupl,ur_dupl,vi_dupl,zh_dupl,hy,hy_dupl,km,km_dupl,ug,ug_dupl,lo,lo_dupl,bo,bo_dupl
0,47.0,734,72,316,226,5.0,300,36.0,277,15234,7.0,1547,225535,9714,171,62,150,2273,15370,122,1094,134,33.0,694,32.0,19154,103,4454,24.0,69,155,38,68,110.0,58.0,3.0,65.0,3152,415,20.0,19.0,1600,4.0,881,261,4307,1.0,95.0,58,91.0,1234,202,83.0,494,122,2172,7363,15757,220,133,698,128049,337868,226381,2022-05-17,36.0,432,5,1,57,0.0,147,14.0,135,9252,0.0,791,163769,4764,26,12,76,1223,11410,0,307,44,7.0,87,0.0,13211,30,1334,2.0,9,85,2,17,1.0,0.0,0.0,0.0,2680,327,3.0,0.0,967,1.0,202,75,2375,0.0,1.0,8,44.0,821,38,0.0,341,14,1140,4123,5450,79,9,397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19.0,831,43,67,236,6.0,254,25.0,198,21759,0.0,761,212825,6975,252,53,185,616,14711,85,893,98,26.0,525,27.0,15560,70,2420,44.0,46,42,55,210,13.0,24.0,4.0,3.0,1150,100,12.0,9.0,1785,10.0,832,257,2585,1.0,3.0,60,54.0,401,215,43.0,1028,88,1115,4513,11828,195,126,685,139455,307057,226838,2022-05-03,1.0,461,4,5,91,1.0,121,10.0,58,14457,0.0,509,167643,3991,115,0,113,266,11524,18,411,5,12.0,178,1.0,10259,13,1467,18.0,1,3,13,129,0.0,3.0,2.0,0.0,753,36,1.0,1.0,992,6.0,241,139,1667,0.0,0.0,13,26.0,159,83,1.0,856,18,710,3870,5000,105,12,246,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,18.0,175,30,36,93,2.0,222,13.0,299,7139,0.0,206,135435,3728,196,58,133,368,10762,28,235,90,7.0,326,29.0,10561,64,762,35.0,26,77,147,223,4.0,1.0,12.0,1.0,700,165,1.0,14.0,779,3.0,400,226,3068,1.0,0.0,38,25.0,241,53,34.0,226,73,934,14740,27876,83,67,193,104313,221482,157248,2022-07-29,14.0,62,1,1,29,0.0,122,4.0,218,4171,0.0,90,104935,2017,82,5,81,182,8881,1,95,10,1.0,44,0.0,7814,3,313,6.0,0,42,117,123,0.0,0.0,9.0,0.0,382,105,0.0,12.0,498,1.0,111,100,1938,0.0,0.0,15,7.0,150,9,1.0,144,21,449,11391,12339,45,8,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,11.0,6893,82,306,130,3.0,669,22.0,110,9049,0.0,998,137401,6588,260,97,99,399,9898,72,857,124,7.0,778,19.0,6318,116,2713,31.0,33,68,45,117,115.0,54.0,15.0,45.0,679,135,11.0,24.0,776,5.0,623,309,3765,0.0,68.0,40,35.0,194,230,82.0,417,87,959,9389,15553,222,72,285,105652,218505,141136,2022-07-15,6.0,5238,49,3,32,0.0,432,8.0,19,5195,0.0,616,95111,3523,128,13,39,227,7487,6,207,24,1.0,62,0.0,3860,46,612,6.0,1,12,3,67,0.0,4.0,10.0,1.0,384,20,4.0,7.0,438,0.0,127,83,2778,0.0,1.0,9,0.0,102,9,1.0,329,13,411,7521,5646,78,4,122,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0
4,0.0,47,12,5,38,0.0,12,3.0,25,866,0.0,150,15817,4065,23,21,5,18,2264,10,33,9,0.0,114,6.0,2742,12,51,8.0,8,11,5,9,0.0,3.0,0.0,0.0,1207,8,0.0,0.0,64,0.0,135,66,545,0.0,0.0,28,7.0,18,4,16.0,48,12,85,1701,1134,20,83,25,15405,31598,20689,2023-05-06,0.0,29,1,0,11,0.0,0,0.0,7,668,0.0,74,10106,3573,0,7,0,4,2007,1,9,0,0.0,24,0.0,2324,0,11,0.0,0,0,0,0,0.0,2.0,0.0,0.0,1024,0,0.0,0.0,22,0.0,78,35,77,0.0,0.0,17,0.0,3,0,0.0,19,0,25,80,407,15,27,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,9.0,505,41,303,200,13.0,421,24.0,337,11369,0.0,1245,116588,6992,192,54,76,398,18755,151,662,104,22.0,1061,21.0,10879,85,1851,44.0,35,72,50,85,87.0,39.0,8.0,38.0,602,165,3.0,12.0,1048,3.0,622,221,2731,3.0,50.0,57,39.0,216,226,68.0,351,88,3175,3370,8657,172,99,380,91938,195178,124674,2022-07-01,5.0,209,4,4,102,3.0,96,5.0,243,7199,0.0,724,77228,3785,76,1,21,182,15687,50,184,23,7.0,166,0.0,7747,13,519,12.0,0,19,10,43,0.0,0.0,4.0,1.0,279,23,1.0,1.0,656,0.0,174,42,1807,0.0,4.0,17,13.0,82,20,0.0,240,26,2293,2386,2026,58,6,147,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
6,0.0,35,8,7,41,0.0,110,4.0,16,880,0.0,101,18289,4189,22,17,4,27,1621,6,26,27,1.0,99,6.0,3414,17,54,5.0,2,12,7,8,0.0,0.0,0.0,1.0,173,15,0.0,0.0,109,0.0,141,106,617,0.0,0.0,14,13.0,32,4,11.0,44,15,112,1672,944,5,144,29,15505,33256,21411,2023-05-12,0.0,11,0,0,7,0.0,81,0.0,0,599,0.0,55,12483,3467,0,0,1,16,1213,0,3,12,0.0,11,0.0,2554,0,13,0.0,0,0,0,0,0.0,0.0,0.0,0.0,98,0,0.0,0.0,67,0.0,63,69,131,0.0,0.0,2,0.0,3,0,0.0,16,0,41,15,334,0,41,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,3.0,257,50,71,92,0.0,96,13.0,76,3754,0.0,240,28094,2826,91,41,82,188,2781,56,247,56,19.0,303,21.0,1420,64,551,29.0,31,39,37,49,17.0,12.0,2.0,3.0,393,53,5.0,1.0,339,3.0,371,91,1972,1.0,2.0,43,28.0,80,67,33.0,155,66,5256,3130,5985,105,116,618,26651,60625,721,2022-09-26,0.0,1,0,0,0,0.0,0,0.0,0,4,0.0,0,273,6,1,0,0,0,6,0,1,0,0.0,0,0.0,3,0,7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,1,0.0,0.0,0,0.0,0,0,0.0,1,1,49,0,150,0,1,215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,2.0,269,42,52,164,6.0,238,9.0,66,9580,1.0,286,74452,7901,125,58,162,239,9080,59,472,62,10.0,365,25.0,6545,53,699,22.0,34,86,42,47,19.0,19.0,9.0,10.0,371,49,10.0,14.0,343,20.0,562,288,1833,1.0,1.0,96,33.0,109,107,55.0,125,78,328,3025,6178,132,171,153,58285,125399,78332,2023-03-28,1.0,73,2,1,60,4.0,156,0.0,19,6845,0.0,156,47469,6188,21,4,112,73,6773,1,189,1,3.0,47,0.0,5248,0,352,0.0,2,10,4,10,0.0,1.0,8.0,3.0,172,5,0.0,0.0,146,5.0,254,174,866,0.0,0.0,60,1.0,15,26,1.0,53,5,108,862,1643,33,47,20,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,5.0,243,44,63,101,2.0,100,42.0,84,1840,0.0,89,44660,1702,1334,47,114,124,1575,41,760,119,28.0,423,22.0,1013,41,511,31.0,24,82,43,26,10.0,30.0,2.0,5.0,239,64,4.0,13.0,197,1.0,375,107,1089,2.0,1.0,38,31.0,75,64,43.0,128,113,391,2684,7777,86,69,183,41270,69159,560,2022-12-25,0.0,0,0,0,2,0.0,0,0.0,1,16,0.0,0,175,14,5,0,0,1,7,0,0,0,0.0,4,0.0,1,0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,1,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,302,0,0,25,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,1.0,108,51,43,65,2.0,153,21.0,83,1733,0.0,117,21209,1133,146,48,34,152,1705,38,232,36,13.0,258,19.0,860,50,481,29.0,31,47,54,37,7.0,6.0,0.0,0.0,202,38,6.0,9.0,194,0.0,233,127,1243,0.0,1.0,34,33.0,86,45,26.0,89,41,234,3805,6902,53,86,80,18005,42571,1085,2022-12-31,0.0,2,0,0,1,0.0,0,2.0,0,5,0.0,0,99,2,1,0,0,0,1,0,0,0,0.0,0,0.0,2,0,9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0,0,12,0.0,0.0,0,0.0,0,0,0.0,0,0,0,2,946,0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,7.0,250,51,67,154,0.0,221,19.0,79,7392,0.0,305,83394,7877,265,49,71,171,10362,63,504,115,14.0,351,22.0,6275,55,1018,14.0,36,74,49,77,15.0,18.0,4.0,4.0,320,97,2.0,11.0,530,1.0,531,240,1980,0.0,1.0,56,32.0,136,96,29.0,179,156,435,3432,7042,122,217,124,65534,135218,83963,2023-03-14,5.0,82,7,5,37,0.0,129,6.0,11,4936,0.0,158,53355,5863,132,4,16,47,8318,9,214,26,1.0,57,0.0,4680,0,690,0.0,1,11,12,50,1.0,1.0,1.0,0.0,110,45,0.0,0.0,318,1.0,245,123,795,0.0,0.0,17,1.0,24,31,0.0,80,22,152,822,2175,35,79,23,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,4.0,100,34,59,88,0.0,112,16.0,94,1903,0.0,79,22790,1789,128,51,48,111,1593,37,385,69,30.0,286,29.0,1106,34,398,27.0,27,49,33,28,3.0,14.0,3.0,4.0,192,40,5.0,9.0,218,2.0,319,151,1126,0.0,0.0,25,26.0,106,63,30.0,62,45,406,2766,4192,86,100,839,16774,42369,572,2022-12-19,0.0,0,0,0,0,0.0,0,0.0,0,2,0.0,0,96,13,0,0,1,0,2,0,4,0,0.0,0,0.0,0,0,52,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,1,0.0,0.0,0,0.0,0,0,0.0,0,0,1,0,139,0,0,260,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,7.0,154,41,44,51,1.0,88,15.0,66,2671,0.0,166,21965,2085,95,49,73,155,2152,39,237,57,9.0,261,29.0,1532,62,426,21.0,30,46,32,44,4.0,12.0,1.0,4.0,267,48,8.0,4.0,321,1.0,333,97,1375,0.0,0.0,33,59.0,79,49,38.0,131,41,420,3027,4299,50,248,181,18170,43836,265,2022-10-27,0.0,0,0,0,1,0.0,0,1.0,0,8,0.0,0,136,10,0,0,0,0,6,0,2,0,0.0,0,0.0,0,0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,1,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,5,81,0,1,7,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,1.0,335,47,46,134,0.0,104,9.0,90,2781,0.0,147,24426,2445,110,51,259,214,2549,28,241,81,14.0,339,32.0,1766,52,451,24.0,19,55,38,31,7.0,1.0,0.0,6.0,273,55,2.0,13.0,423,3.0,1379,106,1270,1.0,1.0,44,32.0,125,45,27.0,135,56,486,2540,5866,161,78,99,23197,50154,442,2023-01-16,0.0,1,0,0,0,0.0,0,1.0,0,2,0.0,0,142,6,0,0,2,1,3,0,0,0,0.0,4,0.0,6,0,9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,264,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,20.0,2827,14,206,704,4.0,1087,52.0,366,25269,1.0,605,369182,20392,315,68,587,1248,25327,254,8770,108,28.0,898,4.0,19106,149,8013,9.0,216,136,71,177,158.0,215.0,5.0,11.0,1614,119,110.0,96.0,5454,8.0,1939,930,5621,0.0,5.0,103,40.0,433,2004,161.0,5555,145,6487,4340,23604,342,37,1019,291581,546780,361216,2022-03-05,7.0,1211,3,31,425,0.0,788,17.0,171,16000,0.0,223,254545,13380,139,35,225,632,17227,65,5543,55,2.0,381,0.0,12484,56,5741,0.0,52,64,41,90,28.0,49.0,1.0,2.0,647,31,37.0,36.0,3506,0.0,607,684,3783,0.0,1.0,48,17.0,139,1373,41.0,5067,43,3404,3169,8097,152,3,611,1.0,0.0,6.0,3.0,5.0,4.0,0.0,0.0,0.0,0.0
16,2.0,135,35,50,108,3.0,75,15.0,79,1943,0.0,126,25219,1623,149,49,65,115,2395,48,429,83,15.0,342,30.0,1143,63,715,24.0,26,41,35,36,10.0,36.0,3.0,10.0,196,38,9.0,14.0,159,2.0,249,137,1088,1.0,4.0,34,29.0,90,114,43.0,148,87,273,2671,5374,107,90,127,20609,46359,377,2023-01-02,0.0,0,0,0,0,0.0,0,0.0,0,6,0.0,1,113,4,0,0,0,0,1,1,2,0,0.0,0,0.0,14,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,1,0.0,0,0,1,0,225,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,34.0,1642,39,141,404,6.0,622,59.0,271,20761,0.0,714,279541,13542,329,26,618,1317,19936,83,1940,62,24.0,545,26.0,19406,112,4674,13.0,85,108,30,151,40.0,60.0,5.0,6.0,1379,94,40.0,14.0,5329,3.0,1388,523,2734,0.0,9.0,87,28.0,324,677,140.0,2574,108,3296,4724,18369,249,45,891,219594,410400,269780,2022-03-11,23.0,650,9,23,178,1.0,352,23.0,104,12455,0.0,323,193274,8701,163,8,326,776,13755,26,1005,18,1.0,178,17.0,13070,23,2740,1.0,23,44,3,89,5.0,11.0,1.0,0.0,608,23,19.0,2.0,3681,0.0,443,319,1433,0.0,2.0,35,8.0,87,362,103.0,2221,24,1585,3636,6139,128,8,515,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,26.0,1503,30,121,368,29.0,691,36.0,338,23488,0.0,723,303769,20751,297,40,1656,1323,26510,63,1184,359,11.0,931,312.0,23256,131,4288,28.0,106,160,39,186,25.0,43.0,9.0,8.0,1529,128,15.0,3.0,5799,7.0,1313,361,3193,1.0,28.0,83,19.0,378,434,237.0,4368,197,5417,3135,19080,344,29,1136,248851,460075,306886,2022-03-10,13.0,539,1,14,117,2.0,400,6.0,131,13841,0.0,353,210927,14377,174,10,1107,685,19409,13,524,92,2.0,329,305.0,16065,49,2293,7.0,41,84,9,105,0.0,12.0,5.0,0.0,675,46,1.0,0.0,4036,1.0,382,137,1807,0.0,20.0,38,3.0,152,230,204.0,3959,88,3373,2227,6542,167,2,755,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,2.0,98,37,58,101,0.0,72,18.0,69,1679,0.0,93,22231,1291,123,46,49,98,1845,41,212,60,6.0,253,13.0,965,69,329,25.0,40,31,32,41,7.0,9.0,0.0,4.0,211,34,9.0,19.0,174,4.0,232,121,1080,1.0,3.0,31,31.0,94,64,36.0,70,41,189,2528,4252,57,75,140,15552,39544,510,2023-01-03,0.0,1,0,0,0,0.0,0,0.0,0,0,0.0,0,282,1,1,0,0,1,0,0,2,1,0.0,2,0.0,8,0,10,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,2,2,0.0,0.0,0,0.0,0,0,0.0,0,0,1,0,195,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,18.0,2116,17,191,387,17.0,1103,40.0,424,20698,0.0,735,336626,15457,196,21,873,684,20616,218,8893,115,33.0,939,6.0,14811,73,4668,34.0,182,242,56,139,103.0,214.0,12.0,12.0,1341,73,91.0,76.0,4087,2.0,1923,318,3929,1.0,9.0,91,39.0,251,1165,96.0,8748,156,5655,2918,17054,297,71,920,262254,480290,311125,2022-03-04,8.0,720,2,16,121,1.0,811,4.0,219,11697,0.0,280,231353,9594,60,6,375,234,13195,44,5345,54,9.0,284,2.0,8660,17,2950,5.0,66,138,30,64,15.0,57.0,5.0,1.0,435,16,32.0,13.0,2434,0.0,528,131,2109,0.0,2.0,43,15.0,87,741,12.0,8184,53,2705,1556,4888,101,18,578,3.0,1.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
21,1.0,88,39,42,89,1.0,89,13.0,78,2631,0.0,121,22275,1442,88,45,58,154,1930,29,199,43,14.0,256,17.0,1450,53,314,15.0,33,32,38,27,9.0,9.0,3.0,1.0,251,55,5.0,4.0,341,2.0,270,111,1144,1.0,1.0,21,23.0,119,46,25.0,89,68,280,2716,5027,132,92,205,17063,42755,366,2023-01-17,0.0,0,0,0,0,0.0,9,0.0,0,5,0.0,0,146,4,1,0,0,0,1,0,0,0,0.0,1,0.0,0,0,8,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,5,1,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,2,134,0,0,49,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2.0,241,50,59,53,0.0,65,21.0,73,3152,0.0,150,22872,2011,103,62,94,168,2100,35,394,68,9.0,368,31.0,1442,50,333,22.0,43,31,44,27,7.0,8.0,1.0,3.0,231,53,9.0,3.0,249,2.0,311,126,1372,1.0,1.0,30,52.0,85,56,41.0,132,65,457,3132,4878,73,137,193,19396,45881,337,2022-10-26,0.0,0,1,0,0,0.0,0,2.0,0,5,0.0,0,159,8,0,0,0,0,1,0,1,0,0.0,1,0.0,2,0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,1,0.0,0,0,0.0,0,1,1,2,136,0,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,6.0,265,41,53,283,2.0,157,29.0,149,11474,0.0,314,88363,11679,144,71,51,494,13733,45,378,66,24.0,481,23.0,7326,36,768,26.0,53,72,34,51,7.0,9.0,15.0,17.0,724,48,3.0,3.0,682,3.0,576,177,1686,0.0,9.0,38,34.0,137,83,26.0,421,127,998,3870,7784,137,109,294,73354,154714,103970,2023-03-01,3.0,107,2,0,168,2.0,80,14.0,65,8292,0.0,192,60780,9348,41,2,9,119,11398,2,127,1,3.0,142,0.0,5597,3,416,0.0,8,22,2,11,0.0,1.0,8.0,14.0,385,3,0.0,0.0,373,0.0,172,66,668,0.0,4.0,9,0.0,29,19,0.0,328,36,728,1396,2529,67,22,157,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,4.0,1681,45,74,199,5.0,99,42.0,89,1947,0.0,170,29472,8563,161,60,107,166,1912,31,449,100,18.0,662,33.0,1665,50,707,25.0,35,36,44,39,33.0,17.0,9.0,6.0,252,53,0.0,15.0,203,10.0,1076,135,1213,0.0,3.0,41,28.0,76,60,32.0,156,102,754,2680,7394,82,124,234,37253,63479,538,2022-12-18,0.0,4,0,0,1,0.0,0,0.0,0,3,0.0,0,156,9,2,0,0,1,7,0,9,0,0.0,6,0.0,0,0,7,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,3,0,0,0.0,0.0,0,0.0,0,0,0.0,0,1,0,0,329,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,9.0,249,48,63,212,1.0,252,25.0,186,7059,0.0,248,88932,11443,164,57,68,289,8231,78,563,85,15.0,420,20.0,5450,52,621,24.0,43,108,38,66,14.0,33.0,0.0,13.0,347,75,8.0,14.0,527,4.0,571,227,1867,2.0,3.0,44,28.0,196,105,39.0,136,142,1003,3202,8957,211,244,174,67063,143312,84721,2023-03-15,5.0,71,9,3,84,0.0,155,4.0,63,4292,0.0,136,55517,8948,58,2,12,32,6151,4,238,0,1.0,62,0.0,3849,7,295,0.0,1,10,5,39,0.0,18.0,0.0,5.0,88,15,0.0,0.0,311,1.0,252,118,770,1.0,1.0,13,2.0,69,16,1.0,60,2,461,786,1511,81,54,32,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,4.0,352,41,77,115,0.0,151,81.0,82,2345,0.0,149,28620,2491,173,50,64,164,2562,41,266,117,25.0,579,28.0,1479,51,340,29.0,30,42,50,34,14.0,19.0,0.0,7.0,327,56,11.0,19.0,278,0.0,841,171,1047,1.0,0.0,42,25.0,91,78,33.0,121,92,582,2569,5178,149,117,187,23679,52687,358,2022-12-30,0.0,12,0,0,0,0.0,0,1.0,0,16,0.0,0,125,11,2,0,0,0,3,0,0,0,0.0,2,0.0,10,0,6,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,1,169,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,5.0,155,27,48,173,1.0,128,18.0,67,1884,0.0,90,24056,1600,244,45,51,119,1533,51,280,66,6.0,289,23.0,1123,56,341,13.0,46,36,40,34,0.0,13.0,0.0,4.0,263,39,2.0,7.0,148,2.0,270,121,1086,2.0,3.0,34,25.0,91,72,32.0,65,61,872,2857,6731,93,93,118,19752,45752,865,2022-12-24,0.0,11,0,0,0,0.0,0,0.0,0,12,0.0,0,136,20,3,0,0,1,0,0,3,0,0.0,0,0.0,0,0,9,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,8,0,662,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,7.0,461,49,61,184,1.0,172,29.0,84,7901,0.0,333,84119,8539,177,56,139,264,8980,44,383,120,23.0,627,18.0,5750,52,711,20.0,27,121,45,59,6.0,9.0,7.0,5.0,423,362,3.0,14.0,449,11.0,588,235,1849,2.0,1.0,145,43.0,128,63,39.0,158,120,1052,3325,7139,540,201,136,66548,136614,85733,2023-03-29,3.0,221,12,1,65,1.0,76,12.0,20,5534,0.0,196,54928,6554,53,2,56,56,7020,5,97,33,5.0,152,0.0,4416,2,332,0.0,2,17,1,12,1.0,1.0,2.0,2.0,228,307,0.0,0.0,254,3.0,207,108,995,0.0,0.0,94,9.0,16,5,0.0,66,21,448,1183,1654,160,58,27,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,3.0,261,31,31,74,0.0,122,11.0,148,10938,0.0,348,30073,2294,85,38,69,453,3823,25,127,69,19.0,272,28.0,3355,70,442,40.0,21,36,39,47,7.0,10.0,4.0,5.0,1112,79,0.0,3.0,519,2.0,393,88,1881,0.0,0.0,48,45.0,208,59,26.0,132,64,886,3072,6047,65,125,593,30704,68866,720,2022-09-27,0.0,2,0,0,0,0.0,0,0.0,0,32,0.0,0,286,10,0,0,0,1,15,0,0,0,0.0,1,0.0,10,0,1,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,1,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,4,1,81,0,0,275,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,1.0,69,15,12,28,0.0,39,5.0,18,640,0.0,60,17672,5861,33,18,14,16,2281,9,8,101,12.0,113,13.0,17841,14,83,5.0,7,14,9,7,1.0,0.0,0.0,0.0,207,14,0.0,0.0,268,0.0,231,130,685,0.0,0.0,15,12.0,40,8,6.0,15,8,153,2165,1720,15,157,36,22951,50904,35624,2023-05-13,0.0,41,0,0,8,0.0,16,0.0,2,444,0.0,17,11547,5140,1,4,2,2,1934,0,3,79,8.0,25,5.0,14667,0,16,0.0,0,0,0,0,0.0,0.0,0.0,0.0,103,2,0.0,0.0,196,0.0,134,91,123,0.0,0.0,2,0.0,12,0,0.0,1,0,26,51,837,0,81,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,0.0,43,12,14,292,0.0,26,4.0,12,396,0.0,173,13566,3948,30,8,14,10,3299,10,35,15,4.0,132,9.0,2427,28,73,7.0,6,6,9,9,0.0,1.0,0.0,0.0,694,14,0.0,0.0,60,0.0,142,117,521,0.0,0.0,15,8.0,25,11,9.0,28,12,76,1796,1348,10,89,25,13919,29618,18121,2023-05-07,0.0,10,0,0,266,0.0,4,0.0,1,205,0.0,79,7525,3425,1,0,0,1,3064,0,16,0,0.0,14,0.0,2016,4,19,0.0,0,0,0,0,0.0,1.0,0.0,0.0,573,0,0.0,0.0,14,0.0,88,88,67,0.0,0.0,3,0.0,5,2,0.0,10,0,23,20,555,1,19,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,6.0,690,47,299,109,3.0,448,9.0,115,10394,0.0,716,156817,8082,265,74,108,638,8812,54,625,109,9.0,624,22.0,12931,113,1730,31.0,32,79,45,97,91.0,45.0,7.0,30.0,849,113,77.0,17.0,772,11.0,713,288,3671,0.0,72.0,47,29.0,256,226,65.0,299,90,943,14000,21100,214,50,470,117086,248679,162296,2022-07-14,2.0,293,8,3,28,0.0,81,0.0,26,6347,0.0,350,109542,4745,167,4,25,383,6617,5,117,37,4.0,37,2.0,9061,22,441,4.0,1,14,2,52,0.0,1.0,2.0,0.0,447,4,73.0,0.0,416,1.0,225,102,2453,0.0,1.0,14,3.0,158,52,0.0,213,10,480,11063,7858,90,2,208,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,62.0,235,25,34,82,3.0,186,12.0,211,8005,0.0,265,93770,6910,137,44,205,261,17144,33,272,91,7.0,281,24.0,17945,72,760,25.0,28,59,38,111,5.0,6.0,1.0,2.0,600,67,1.0,4.0,586,2.0,458,240,1630,1.0,2.0,54,53.0,258,47,25.0,153,62,4457,2121,9617,114,54,264,84372,168222,120334,2022-07-28,51.0,94,2,1,19,1.0,100,2.0,144,5274,0.0,151,70533,4973,41,1,146,103,14743,1,159,19,3.0,41,0.0,13658,7,375,5.0,0,17,4,59,0.0,1.0,1.0,1.0,294,13,0.0,0.0,340,0.0,101,124,901,0.0,1.0,18,21.0,157,8,0.0,91,25,2787,1027,3503,67,6,120,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
