,coherence,diversity,score,topic,eval
1059,-0.1998295366733051,0.8375,0.42,random_157,stop_word_removed_lemmas
1060,-0.2139532304922545,0.7375,0.39,random_158,translated_nouns_adjs_verbs
1061,-0.1702341978885081,0.80625,0.39,random_158,nouns_adjs_verbs
1062,-0.20207127944996556,0.74375,0.39,random_158,translated_stop_word_removed_lemmas
1063,-0.16158315848290006,0.81875,0.39,random_158,stop_word_removed_lemmas
1064,-0.22234477985408746,0.74375,0.44,random_159,translated_nouns_adjs_verbs
1065,-0.16946736683100486,0.825,0.44,random_159,nouns_adjs_verbs
1066,-0.21609175050844953,0.75,0.44,random_159,translated_stop_word_removed_lemmas
1067,-0.17171315188406874,0.84375,0.44,random_159,stop_word_removed_lemmas
1068,-0.21703863355709246,0.7375,0.41,random_160,translated_nouns_adjs_verbs
1069,-0.18840152014884662,0.83125,0.41,random_160,nouns_adjs_verbs
1070,-0.22163849205056102,0.775,0.41,random_160,translated_stop_word_removed_lemmas
1071,-0.18092425231574819,0.85625,0.41,random_160,stop_word_removed_lemmas
1072,-0.20624705917432173,0.70625,0.4,random_161,translated_nouns_adjs_verbs
1073,-0.1512480743359291,0.80625,0.4,random_161,nouns_adjs_verbs
1074,-0.20853218220969494,0.71875,0.4,random_161,translated_stop_word_removed_lemmas
1075,-0.16455252041787194,0.83125,0.4,random_161,stop_word_removed_lemmas
1076,-0.22035986719426834,0.75625,0.41,random_162,translated_nouns_adjs_verbs
1077,-0.198380775877129,0.825,0.41,random_162,nouns_adjs_verbs
1078,-0.20987680976995404,0.8,0.41,random_162,translated_stop_word_removed_lemmas
1079,-0.1776333548163096,0.85625,0.41,random_162,stop_word_removed_lemmas
1080,-0.16987290666143146,0.725,0.39,random_163,translated_nouns_adjs_verbs
1081,-0.16280711338809634,0.80625,0.39,random_163,nouns_adjs_verbs
1082,-0.18221418870377565,0.75,0.39,random_163,translated_stop_word_removed_lemmas
1083,-0.17013389433271242,0.83125,0.39,random_163,stop_word_removed_lemmas
1084,-0.20648930138678318,0.73125,0.4,random_164,translated_nouns_adjs_verbs
1085,-0.1816701233590739,0.80625,0.4,random_164,nouns_adjs_verbs
1086,-0.20460326247056554,0.75,0.4,random_164,translated_stop_word_removed_lemmas
1087,-0.16133517814086312,0.825,0.4,random_164,stop_word_removed_lemmas
1088,-0.22595661139163603,0.73125,0.39,random_165,translated_nouns_adjs_verbs
1089,-0.15375286673136895,0.80625,0.39,random_165,nouns_adjs_verbs
1090,-0.216787416411912,0.73125,0.39,random_165,translated_stop_word_removed_lemmas
1091,-0.1520568328866525,0.8125,0.39,random_165,stop_word_removed_lemmas
1092,-0.22231230518186607,0.73125,0.44,random_166,translated_nouns_adjs_verbs
1093,-0.16852238261974295,0.78125,0.44,random_166,nouns_adjs_verbs
1094,-0.21893435784598198,0.74375,0.44,random_166,translated_stop_word_removed_lemmas
1095,-0.17053924141745186,0.80625,0.44,random_166,stop_word_removed_lemmas
1096,-0.21235417557375136,0.7125,0.43,random_167,translated_nouns_adjs_verbs
1097,-0.15187900937746748,0.7875,0.43,random_167,nouns_adjs_verbs
1098,-0.2188232242179055,0.73125,0.43,random_167,translated_stop_word_removed_lemmas
1099,-0.15323655648144602,0.825,0.43,random_167,stop_word_removed_lemmas
1100,-0.20654968463239587,0.7125,0.42,random_168,translated_nouns_adjs_verbs
1101,-0.14542022989229844,0.76875,0.42,random_168,nouns_adjs_verbs
1102,-0.1981585842887574,0.725,0.42,random_168,translated_stop_word_removed_lemmas
1103,-0.14399430462161428,0.7875,0.42,random_168,stop_word_removed_lemmas
1104,-0.2090175017934212,0.7125,0.4,random_169,translated_nouns_adjs_verbs
1105,-0.16302818850925332,0.79375,0.4,random_169,nouns_adjs_verbs
1106,-0.20074395809965062,0.73125,0.4,random_169,translated_stop_word_removed_lemmas
1107,-0.1339623082761838,0.81875,0.4,random_169,stop_word_removed_lemmas
1108,-0.21077648905603275,0.74375,0.45,random_170,translated_nouns_adjs_verbs
1109,-0.1705364371705218,0.8125,0.45,random_170,nouns_adjs_verbs
1110,-0.20672803201953213,0.74375,0.45,random_170,translated_stop_word_removed_lemmas
1111,-0.16594718610634285,0.83125,0.45,random_170,stop_word_removed_lemmas
1112,-0.16747925860980717,0.70625,0.4,random_171,translated_nouns_adjs_verbs
1113,-0.16127437961533603,0.8125,0.4,random_171,nouns_adjs_verbs
1114,-0.178606015510897,0.73125,0.4,random_171,translated_stop_word_removed_lemmas
1115,-0.15784285661544578,0.83125,0.4,random_171,stop_word_removed_lemmas
1116,-0.18217744203984335,0.73125,0.42,random_172,translated_nouns_adjs_verbs
1117,-0.18223660517433354,0.7875,0.42,random_172,nouns_adjs_verbs
1118,-0.19904846044973973,0.75,0.42,random_172,translated_stop_word_removed_lemmas
1119,-0.16830598208377573,0.825,0.42,random_172,stop_word_removed_lemmas
1120,-0.2091233870782242,0.71875,0.41,random_173,translated_nouns_adjs_verbs
1121,-0.13996977956412296,0.79375,0.41,random_173,nouns_adjs_verbs
1122,-0.1938409820134068,0.725,0.41,random_173,translated_stop_word_removed_lemmas
1123,-0.1207939917631622,0.81875,0.41,random_173,stop_word_removed_lemmas
1124,-0.1647428384699507,0.70625,0.47,random_174,translated_nouns_adjs_verbs
1125,-0.123642392963152,0.80625,0.47,random_174,nouns_adjs_verbs
1126,-0.16855460619423143,0.73125,0.47,random_174,translated_stop_word_removed_lemmas
1127,-0.1192439577228197,0.81875,0.47,random_174,stop_word_removed_lemmas
1128,-0.19705713244869474,0.69375,0.43,random_175,translated_nouns_adjs_verbs
1129,-0.15678173529302758,0.8,0.43,random_175,nouns_adjs_verbs
1130,-0.20750507448646155,0.725,0.43,random_175,translated_stop_word_removed_lemmas
1131,-0.12370772707753411,0.80625,0.43,random_175,stop_word_removed_lemmas
1132,-0.21775775257313018,0.71875,0.4,random_176,translated_nouns_adjs_verbs
1133,-0.17057691054335167,0.775,0.4,random_176,nouns_adjs_verbs
1134,-0.22537382059621608,0.74375,0.4,random_176,translated_stop_word_removed_lemmas
1135,-0.16401173826141757,0.8125,0.4,random_176,stop_word_removed_lemmas
1136,-0.19004015179145062,0.68125,0.41,random_177,translated_nouns_adjs_verbs
1137,-0.18228598612379088,0.775,0.41,random_177,nouns_adjs_verbs
1138,-0.18638516098525149,0.70625,0.41,random_177,translated_stop_word_removed_lemmas
1139,-0.1811692473577176,0.79375,0.41,random_177,stop_word_removed_lemmas
1140,-0.18609023471188113,0.70625,0.4,random_178,translated_nouns_adjs_verbs
1141,-0.1683381069684312,0.79375,0.4,random_178,nouns_adjs_verbs
1142,-0.18288354682436941,0.7125,0.4,random_178,translated_stop_word_removed_lemmas
1143,-0.15305313149897937,0.80625,0.4,random_178,stop_word_removed_lemmas
1144,-0.16817644370659485,0.70625,0.42,random_179,translated_nouns_adjs_verbs
1145,-0.16574585135401884,0.76875,0.42,random_179,nouns_adjs_verbs
1146,-0.15741966581857442,0.7125,0.42,random_179,translated_stop_word_removed_lemmas
1147,-0.17881824280103448,0.8,0.42,random_179,stop_word_removed_lemmas
1148,-0.21474144946866647,0.74375,0.41,random_180,translated_nouns_adjs_verbs
1149,-0.165440943152889,0.79375,0.41,random_180,nouns_adjs_verbs
1150,-0.20412454364299656,0.75,0.41,random_180,translated_stop_word_removed_lemmas
1151,-0.16692169861535053,0.81875,0.41,random_180,stop_word_removed_lemmas
1152,-0.2096694518344285,0.6875,0.4,random_181,translated_nouns_adjs_verbs
1153,-0.19045533194177733,0.79375,0.4,random_181,nouns_adjs_verbs
1154,-0.2166803076615444,0.71875,0.4,random_181,translated_stop_word_removed_lemmas
1155,-0.18205989347316348,0.8125,0.4,random_181,stop_word_removed_lemmas
1156,-0.17806519822045214,0.6875,0.43,random_182,translated_nouns_adjs_verbs
1157,-0.17258974740531305,0.78125,0.43,random_182,nouns_adjs_verbs
1158,-0.1860282204237963,0.725,0.43,random_182,translated_stop_word_removed_lemmas
1159,-0.17263363822784136,0.8,0.43,random_182,stop_word_removed_lemmas
1160,-0.22208799461144713,0.74375,0.41,random_183,translated_nouns_adjs_verbs
1161,-0.20719321237342977,0.81875,0.41,random_183,nouns_adjs_verbs
1162,-0.20970197737050933,0.76875,0.41,random_183,translated_stop_word_removed_lemmas
1163,-0.18618054681387647,0.825,0.41,random_183,stop_word_removed_lemmas
1164,-0.2100677654524703,0.7,0.41,random_184,translated_nouns_adjs_verbs
1165,-0.16542535424302163,0.78125,0.41,random_184,nouns_adjs_verbs
1166,-0.22684968019645546,0.74375,0.41,random_184,translated_stop_word_removed_lemmas
1167,-0.16644958561671513,0.80625,0.41,random_184,stop_word_removed_lemmas
1168,-0.21954212432980394,0.7375,0.4,random_185,translated_nouns_adjs_verbs
1169,-0.16794664274318513,0.81875,0.4,random_185,nouns_adjs_verbs
1170,-0.21068051373578822,0.75625,0.4,random_185,translated_stop_word_removed_lemmas
1171,-0.14418051709964247,0.8375,0.4,random_185,stop_word_removed_lemmas
1172,-0.1812063399770042,0.7375,0.41,random_186,translated_nouns_adjs_verbs
1173,-0.18928250210339106,0.80625,0.41,random_186,nouns_adjs_verbs
1174,-0.17814238334093163,0.75625,0.41,random_186,translated_stop_word_removed_lemmas
1175,-0.19225728735908154,0.8375,0.41,random_186,stop_word_removed_lemmas
1176,-0.17537890529172828,0.7375,0.39,random_187,translated_nouns_adjs_verbs
1177,-0.1816526903461841,0.78125,0.39,random_187,nouns_adjs_verbs
1178,-0.15796651558992264,0.7375,0.39,random_187,translated_stop_word_removed_lemmas
1179,-0.15732233906919818,0.8,0.39,random_187,stop_word_removed_lemmas
1180,-0.18795071191816015,0.7625,0.4,random_188,translated_nouns_adjs_verbs
1181,-0.17014503879424953,0.83125,0.4,random_188,nouns_adjs_verbs
1182,-0.18728183536792367,0.7875,0.4,random_188,translated_stop_word_removed_lemmas
1183,-0.17374909045711887,0.85625,0.4,random_188,stop_word_removed_lemmas
1184,-0.20748659047353246,0.7,0.4,random_189,translated_nouns_adjs_verbs
1185,-0.20597248202897545,0.79375,0.4,random_189,nouns_adjs_verbs
1186,-0.20792789927887395,0.71875,0.4,random_189,translated_stop_word_removed_lemmas
1187,-0.17779529820177598,0.80625,0.4,random_189,stop_word_removed_lemmas
1188,-0.2158045334540824,0.75,0.41,random_190,translated_nouns_adjs_verbs
1189,-0.18152951388212335,0.825,0.41,random_190,nouns_adjs_verbs
1190,-0.21909593459045631,0.76875,0.41,random_190,translated_stop_word_removed_lemmas
1191,-0.19305320109638008,0.85625,0.41,random_190,stop_word_removed_lemmas
1192,-0.20987257670181067,0.75,0.41,random_191,translated_nouns_adjs_verbs
1193,-0.17740028845084482,0.8,0.41,random_191,nouns_adjs_verbs
1194,-0.21891116792519388,0.7625,0.41,random_191,translated_stop_word_removed_lemmas
1195,-0.18036005323263382,0.825,0.41,random_191,stop_word_removed_lemmas
1196,-0.23403583648395687,0.73125,0.39,random_192,translated_nouns_adjs_verbs
1197,-0.17415598889324482,0.78125,0.39,random_192,nouns_adjs_verbs
1198,-0.23342514594431846,0.74375,0.39,random_192,translated_stop_word_removed_lemmas
1199,-0.17097569000192261,0.79375,0.39,random_192,stop_word_removed_lemmas
1200,-0.21516812858190498,0.725,0.42,random_193,translated_nouns_adjs_verbs
1201,-0.18310451889408078,0.775,0.42,random_193,nouns_adjs_verbs
1202,-0.2161971922925628,0.75625,0.42,random_193,translated_stop_word_removed_lemmas
1203,-0.16507129697120293,0.8,0.42,random_193,stop_word_removed_lemmas
1204,-0.20190162160078426,0.73125,0.42,random_194,translated_nouns_adjs_verbs
1205,-0.17016451289120332,0.78125,0.42,random_194,nouns_adjs_verbs
1206,-0.2202223727364842,0.7625,0.42,random_194,translated_stop_word_removed_lemmas
1207,-0.16395449004218982,0.8,0.42,random_194,stop_word_removed_lemmas
1208,-0.2067789326720986,0.725,0.43,random_195,translated_nouns_adjs_verbs
1209,-0.13464605816706593,0.8,0.43,random_195,nouns_adjs_verbs
1210,-0.19484455810219933,0.73125,0.43,random_195,translated_stop_word_removed_lemmas
1211,-0.11717104353100706,0.81875,0.43,random_195,stop_word_removed_lemmas
1212,-0.2017430488111938,0.7,0.4,random_196,translated_nouns_adjs_verbs
1213,-0.17779683571062999,0.79375,0.4,random_196,nouns_adjs_verbs
1214,-0.19125224781074254,0.71875,0.4,random_196,translated_stop_word_removed_lemmas
1215,-0.13857189433452144,0.83125,0.4,random_196,stop_word_removed_lemmas
1216,-0.21885239466585454,0.71875,0.41,random_197,translated_nouns_adjs_verbs
1217,-0.17462696910914197,0.7875,0.41,random_197,nouns_adjs_verbs
1218,-0.2093750521904838,0.73125,0.41,random_197,translated_stop_word_removed_lemmas
1219,-0.18057058976360024,0.81875,0.41,random_197,stop_word_removed_lemmas
1220,-0.17481616335419872,0.68125,0.4,random_198,translated_nouns_adjs_verbs
1221,-0.15263669447568254,0.775,0.4,random_198,nouns_adjs_verbs
1222,-0.18751107214200502,0.7,0.4,random_198,translated_stop_word_removed_lemmas
1223,-0.12927723508837108,0.8,0.4,random_198,stop_word_removed_lemmas
1224,-0.18712218101561784,0.7125,0.41,random_199,translated_nouns_adjs_verbs
1225,-0.16371567844979434,0.8,0.41,random_199,nouns_adjs_verbs
1226,-0.1908213450919137,0.73125,0.41,random_199,translated_stop_word_removed_lemmas
1227,-0.17518485617680193,0.825,0.41,random_199,stop_word_removed_lemmas
1228,-0.19509743574472185,0.73125,0.41,random_200,translated_nouns_adjs_verbs
1229,-0.1864140244432848,0.79375,0.41,random_200,nouns_adjs_verbs
1230,-0.20230303711442316,0.75625,0.41,random_200,translated_stop_word_removed_lemmas
1231,-0.18740931034216463,0.81875,0.41,random_200,stop_word_removed_lemmas
1232,-0.19982169864344607,0.7125,0.42,random_201,translated_nouns_adjs_verbs
1233,-0.18098772519798795,0.80625,0.42,random_201,nouns_adjs_verbs
1234,-0.19727656240747238,0.725,0.42,random_201,translated_stop_word_removed_lemmas
1235,-0.1663971287038702,0.81875,0.42,random_201,stop_word_removed_lemmas
1236,-0.1902658174511762,0.74375,0.4,random_202,translated_nouns_adjs_verbs
1237,-0.18618354092689088,0.79375,0.4,random_202,nouns_adjs_verbs
1238,-0.18687334720973459,0.76875,0.4,random_202,translated_stop_word_removed_lemmas
1239,-0.1739083063965211,0.8125,0.4,random_202,stop_word_removed_lemmas
1240,-0.19452604502732862,0.71875,0.46,random_203,translated_nouns_adjs_verbs
1241,-0.17102417531915604,0.8125,0.46,random_203,nouns_adjs_verbs
1242,-0.19638344806213665,0.74375,0.46,random_203,translated_stop_word_removed_lemmas
1243,-0.14681377291400208,0.8375,0.46,random_203,stop_word_removed_lemmas
1244,-0.2342206689341153,0.74375,0.39,random_204,translated_nouns_adjs_verbs
1245,-0.1729450040086949,0.80625,0.39,random_204,nouns_adjs_verbs
1246,-0.23110724370974656,0.7625,0.39,random_204,translated_stop_word_removed_lemmas
1247,-0.1565789249573883,0.81875,0.39,random_204,stop_word_removed_lemmas
1248,-0.24828989024139517,0.75,0.42,random_205,translated_nouns_adjs_verbs
1249,-0.20482744949089476,0.8125,0.42,random_205,nouns_adjs_verbs
1250,-0.24532510006811187,0.7625,0.42,random_205,translated_stop_word_removed_lemmas
1251,-0.1855109448773583,0.825,0.42,random_205,stop_word_removed_lemmas
1252,-0.18310418986051197,0.70625,0.38,random_206,translated_nouns_adjs_verbs
1253,-0.17306903706628063,0.78125,0.38,random_206,nouns_adjs_verbs
1254,-0.17583729265015352,0.725,0.38,random_206,translated_stop_word_removed_lemmas
1255,-0.15147192685570804,0.8,0.38,random_206,stop_word_removed_lemmas
1256,-0.20177370878488107,0.71875,0.39,random_207,translated_nouns_adjs_verbs
1257,-0.1592471193794002,0.775,0.39,random_207,nouns_adjs_verbs
1258,-0.20351841781269292,0.75625,0.39,random_207,translated_stop_word_removed_lemmas
1259,-0.15243821070667124,0.81875,0.39,random_207,stop_word_removed_lemmas
1260,-0.2163966011722047,0.71875,0.39,random_208,translated_nouns_adjs_verbs
1261,-0.16995337756153156,0.8125,0.39,random_208,nouns_adjs_verbs
1262,-0.21076739349292828,0.75,0.39,random_208,translated_stop_word_removed_lemmas
1263,-0.1459075779841797,0.825,0.39,random_208,stop_word_removed_lemmas
1264,-0.2050148497836663,0.73125,0.39,random_209,translated_nouns_adjs_verbs
1265,-0.1894146617181721,0.8,0.39,random_209,nouns_adjs_verbs
1266,-0.20333555948261156,0.7625,0.39,random_209,translated_stop_word_removed_lemmas
1267,-0.17784552042690607,0.825,0.39,random_209,stop_word_removed_lemmas
1268,-0.22078651323257736,0.7375,0.4,random_210,translated_nouns_adjs_verbs
1269,-0.19458507279091145,0.83125,0.4,random_210,nouns_adjs_verbs
1270,-0.21895587386285797,0.75625,0.4,random_210,translated_stop_word_removed_lemmas
1271,-0.19681591863075792,0.85,0.4,random_210,stop_word_removed_lemmas
1272,-0.22855255167765862,0.73125,0.39,random_211,translated_nouns_adjs_verbs
1273,-0.17180935895321073,0.78125,0.39,random_211,nouns_adjs_verbs
1274,-0.230415408120969,0.75625,0.39,random_211,translated_stop_word_removed_lemmas
1275,-0.17160811769056653,0.79375,0.39,random_211,stop_word_removed_lemmas
1276,-0.19326831906804487,0.75,0.39,random_212,translated_nouns_adjs_verbs
1277,-0.17334661551587624,0.7875,0.39,random_212,nouns_adjs_verbs
1278,-0.1990035044286958,0.78125,0.39,random_212,translated_stop_word_removed_lemmas
1279,-0.17306380330540239,0.8125,0.39,random_212,stop_word_removed_lemmas
1280,-0.2104165563576925,0.7125,0.4,random_213,translated_nouns_adjs_verbs
1281,-0.15195590274588944,0.80625,0.4,random_213,nouns_adjs_verbs
1282,-0.21418039576643472,0.7125,0.4,random_213,translated_stop_word_removed_lemmas
1283,-0.15653426344343777,0.825,0.4,random_213,stop_word_removed_lemmas
1284,-0.22078687696686541,0.7375,0.4,random_214,translated_nouns_adjs_verbs
1285,-0.17460177278087824,0.80625,0.4,random_214,nouns_adjs_verbs
1286,-0.21888086322688535,0.76875,0.4,random_214,translated_stop_word_removed_lemmas
1287,-0.15449062536203034,0.83125,0.4,random_214,stop_word_removed_lemmas
1288,-0.21788529161402825,0.7,0.41,random_215,translated_nouns_adjs_verbs
1289,-0.20290141777007634,0.8,0.41,random_215,nouns_adjs_verbs
1290,-0.21886690028737202,0.71875,0.41,random_215,translated_stop_word_removed_lemmas
1291,-0.17858521954035061,0.80625,0.41,random_215,stop_word_removed_lemmas
1292,-0.20217906038817393,0.7375,0.41,random_216,translated_nouns_adjs_verbs
1293,-0.14745886402139907,0.79375,0.41,random_216,nouns_adjs_verbs
1294,-0.2129752815973285,0.75625,0.41,random_216,translated_stop_word_removed_lemmas
1295,-0.14333505743539215,0.8125,0.41,random_216,stop_word_removed_lemmas
1296,-0.1501976102500945,0.6875,0.41,random_217,translated_nouns_adjs_verbs
1297,-0.15360366666573652,0.76875,0.41,random_217,nouns_adjs_verbs
1298,-0.14344448924207773,0.71875,0.41,random_217,translated_stop_word_removed_lemmas
1299,-0.14744209866770602,0.80625,0.41,random_217,stop_word_removed_lemmas
1300,-0.2061564980890152,0.71875,0.43,random_218,translated_nouns_adjs_verbs
1301,-0.15681121870216555,0.775,0.43,random_218,nouns_adjs_verbs
1302,-0.20044017417913493,0.75,0.43,random_218,translated_stop_word_removed_lemmas
1303,-0.14646312246193488,0.79375,0.43,random_218,stop_word_removed_lemmas
1304,-0.19143847582477935,0.725,0.46,random_219,translated_nouns_adjs_verbs
1305,-0.12456211696260816,0.79375,0.46,random_219,nouns_adjs_verbs
1306,-0.18896082812584863,0.74375,0.46,random_219,translated_stop_word_removed_lemmas
1307,-0.13576103429180178,0.825,0.46,random_219,stop_word_removed_lemmas
1308,-0.20307067950161234,0.73125,0.41,random_220,translated_nouns_adjs_verbs
1309,-0.1655429378970719,0.80625,0.41,random_220,nouns_adjs_verbs
1310,-0.20775598715258156,0.725,0.41,random_220,translated_stop_word_removed_lemmas
1311,-0.1591460604131405,0.825,0.41,random_220,stop_word_removed_lemmas
1312,-0.18110091778181864,0.7125,0.4,random_221,translated_nouns_adjs_verbs
1313,-0.15860705682536744,0.79375,0.4,random_221,nouns_adjs_verbs
1314,-0.18158601200935204,0.73125,0.4,random_221,translated_stop_word_removed_lemmas
1315,-0.12950222520610466,0.8,0.4,random_221,stop_word_removed_lemmas
1316,-0.17462430059401587,0.7125,0.39,random_222,translated_nouns_adjs_verbs
1317,-0.06056140157918871,0.775,0.39,random_222,nouns_adjs_verbs
1318,-0.17407823335731998,0.71875,0.39,random_222,translated_stop_word_removed_lemmas
1319,-0.09307522710111446,0.825,0.39,random_222,stop_word_removed_lemmas
1320,-0.17849051580966227,0.73125,0.42,random_223,translated_nouns_adjs_verbs
1321,-0.1539614453470758,0.76875,0.42,random_223,nouns_adjs_verbs
1322,-0.18155320187115176,0.75,0.42,random_223,translated_stop_word_removed_lemmas
1323,-0.1312754664931081,0.80625,0.42,random_223,stop_word_removed_lemmas
1324,-0.17959328722165374,0.71875,0.38,random_224,translated_nouns_adjs_verbs
1325,-0.1509794525612039,0.775,0.38,random_224,nouns_adjs_verbs
1326,-0.18205808378667548,0.74375,0.38,random_224,translated_stop_word_removed_lemmas
1327,-0.1202690758450523,0.7875,0.38,random_224,stop_word_removed_lemmas
1328,-0.17937308771533592,0.74375,0.4,random_225,translated_nouns_adjs_verbs
1329,-0.12251623073714757,0.7875,0.4,random_225,nouns_adjs_verbs
1330,-0.18921552676531778,0.75625,0.4,random_225,translated_stop_word_removed_lemmas
1331,-0.10646269403076007,0.80625,0.4,random_225,stop_word_removed_lemmas
1332,-0.21147846757495556,0.75625,0.41,random_226,translated_nouns_adjs_verbs
1333,-0.14177869972963345,0.8,0.41,random_226,nouns_adjs_verbs
1334,-0.21333874129732125,0.75625,0.41,random_226,translated_stop_word_removed_lemmas
1335,-0.14767143422513826,0.81875,0.41,random_226,stop_word_removed_lemmas
1336,-0.1754069033233108,0.73125,0.44,random_227,translated_nouns_adjs_verbs
1337,-0.136684158596217,0.7875,0.44,random_227,nouns_adjs_verbs
1338,-0.19506115242112915,0.76875,0.44,random_227,translated_stop_word_removed_lemmas
1339,-0.12763537488370985,0.825,0.44,random_227,stop_word_removed_lemmas
1340,-0.19213420049595809,0.75,0.4,random_228,translated_nouns_adjs_verbs
1341,-0.14219926895198762,0.81875,0.4,random_228,nouns_adjs_verbs
1342,-0.19117228579441803,0.73125,0.4,random_228,translated_stop_word_removed_lemmas
1343,-0.15924730571294649,0.85,0.4,random_228,stop_word_removed_lemmas
1344,-0.22425182886341025,0.74375,0.39,random_229,translated_nouns_adjs_verbs
1345,-0.17776853659698483,0.84375,0.39,random_229,nouns_adjs_verbs
1346,-0.22164932597845197,0.75625,0.39,random_229,translated_stop_word_removed_lemmas
1347,-0.16953772297859798,0.875,0.39,random_229,stop_word_removed_lemmas
1348,-0.1892020502415518,0.7,0.39,random_230,translated_nouns_adjs_verbs
1349,-0.18772064767966443,0.78125,0.39,random_230,nouns_adjs_verbs
1350,-0.2021186161592256,0.73125,0.39,random_230,translated_stop_word_removed_lemmas
1351,-0.18698760744984852,0.80625,0.39,random_230,stop_word_removed_lemmas
1352,-0.1940343895041844,0.76875,0.42,random_231,translated_nouns_adjs_verbs
1353,-0.17754314869020338,0.81875,0.42,random_231,nouns_adjs_verbs
1354,-0.1775359904879011,0.76875,0.42,random_231,translated_stop_word_removed_lemmas
1355,-0.14823061689968262,0.84375,0.42,random_231,stop_word_removed_lemmas
1356,-0.189212169666476,0.68125,0.4,random_232,translated_nouns_adjs_verbs
1357,-0.20237627372029787,0.78125,0.4,random_232,nouns_adjs_verbs
1358,-0.18927334634770293,0.71875,0.4,random_232,translated_stop_word_removed_lemmas
1359,-0.19599576966372537,0.79375,0.4,random_232,stop_word_removed_lemmas
1360,-0.22274898519721975,0.74375,0.4,random_233,translated_nouns_adjs_verbs
1361,-0.20750871137733679,0.78125,0.4,random_233,nouns_adjs_verbs
1362,-0.2186104265745243,0.75625,0.4,random_233,translated_stop_word_removed_lemmas
1363,-0.17698696414308063,0.8,0.4,random_233,stop_word_removed_lemmas
1364,-0.1799614588763515,0.69375,0.4,random_234,translated_nouns_adjs_verbs
1365,-0.17744999980747908,0.78125,0.4,random_234,nouns_adjs_verbs
1366,-0.1750393990897833,0.71875,0.4,random_234,translated_stop_word_removed_lemmas
1367,-0.14803822386439527,0.8,0.4,random_234,stop_word_removed_lemmas
1368,-0.20158581307850382,0.75,0.4,random_235,translated_nouns_adjs_verbs
1369,-0.18281410575593676,0.84375,0.4,random_235,nouns_adjs_verbs
1370,-0.20679847557846232,0.78125,0.4,random_235,translated_stop_word_removed_lemmas
1371,-0.16852754574458098,0.85625,0.4,random_235,stop_word_removed_lemmas
1372,-0.19546052521754553,0.7375,0.4,random_236,translated_nouns_adjs_verbs
1373,-0.19594312791772026,0.8,0.4,random_236,nouns_adjs_verbs
1374,-0.1868121124455006,0.7375,0.4,random_236,translated_stop_word_removed_lemmas
1375,-0.18130959997879081,0.81875,0.4,random_236,stop_word_removed_lemmas
1376,-0.18040928617214969,0.7,0.41,random_237,translated_nouns_adjs_verbs
1377,-0.13260112135350635,0.78125,0.41,random_237,nouns_adjs_verbs
1378,-0.1667934470005362,0.70625,0.41,random_237,translated_stop_word_removed_lemmas
1379,-0.11752700039742128,0.8,0.41,random_237,stop_word_removed_lemmas
1380,-0.2166775653671152,0.73125,0.41,random_238,translated_nouns_adjs_verbs
1381,-0.18858648166128036,0.7875,0.41,random_238,nouns_adjs_verbs
1382,-0.21780262089510652,0.725,0.41,random_238,translated_stop_word_removed_lemmas
1383,-0.1766655662130338,0.8,0.41,random_238,stop_word_removed_lemmas
1384,-0.2053618939023088,0.7375,0.41,random_239,translated_nouns_adjs_verbs
1385,-0.18713488192088387,0.7875,0.41,random_239,nouns_adjs_verbs
1386,-0.2039169975871498,0.75,0.41,random_239,translated_stop_word_removed_lemmas
1387,-0.18466872251554933,0.8125,0.41,random_239,stop_word_removed_lemmas
1388,-0.18728570343589612,0.71875,0.4,random_240,translated_nouns_adjs_verbs
1389,-0.16630115011494387,0.76875,0.4,random_240,nouns_adjs_verbs
1390,-0.1751455525853999,0.71875,0.4,random_240,translated_stop_word_removed_lemmas
1391,-0.1629471588356849,0.7875,0.4,random_240,stop_word_removed_lemmas
1392,-0.18983312917632308,0.73125,0.41,random_241,translated_nouns_adjs_verbs
1393,-0.1748204039661538,0.7875,0.41,random_241,nouns_adjs_verbs
1394,-0.19751164611049538,0.75,0.41,random_241,translated_stop_word_removed_lemmas
1395,-0.16943851760201772,0.80625,0.41,random_241,stop_word_removed_lemmas
1396,-0.21951324092098023,0.725,0.41,random_242,translated_nouns_adjs_verbs
1397,-0.16918640469133456,0.79375,0.41,random_242,nouns_adjs_verbs
1398,-0.21996816647995582,0.74375,0.41,random_242,translated_stop_word_removed_lemmas
1399,-0.1593943171092194,0.825,0.41,random_242,stop_word_removed_lemmas
1400,-0.18930401788386284,0.73125,0.41,random_243,translated_nouns_adjs_verbs
1401,-0.1875289242246056,0.78125,0.41,random_243,nouns_adjs_verbs
1402,-0.2039189090283394,0.75625,0.41,random_243,translated_stop_word_removed_lemmas
1403,-0.18252995958656096,0.79375,0.41,random_243,stop_word_removed_lemmas
1404,-0.20308020021860937,0.7125,0.4,random_244,translated_nouns_adjs_verbs
1405,-0.16658305393440137,0.79375,0.4,random_244,nouns_adjs_verbs
1406,-0.2181636274102045,0.7375,0.4,random_244,translated_stop_word_removed_lemmas
1407,-0.176270030229244,0.83125,0.4,random_244,stop_word_removed_lemmas
1408,-0.22988499075146168,0.73125,0.39,random_245,translated_nouns_adjs_verbs
1409,-0.18864464204065948,0.81875,0.39,random_245,nouns_adjs_verbs
1410,-0.23287288371835985,0.75,0.39,random_245,translated_stop_word_removed_lemmas
