,coherence,diversity,score,topic,eval
104,-0.16748030826491778,0.71875,0.66,hdbscan_model_parahprase_max_nouns_embeddings,translated_nouns_adjs_verbs
105,-0.1112800069416954,0.775,0.66,hdbscan_model_parahprase_max_nouns_embeddings,nouns_adjs_verbs
106,-0.16266500620681076,0.74375,0.66,hdbscan_model_parahprase_max_nouns_embeddings,translated_stop_word_removed_lemmas
107,-0.0867029766173512,0.78125,0.66,hdbscan_model_parahprase_max_nouns_embeddings,stop_word_removed_lemmas
108,-0.1930782446927859,0.76,0.43,hdbscan_eng_model_nouns_embeddings,translated_nouns_adjs_verbs
109,-0.1250701536408539,0.87,0.43,hdbscan_eng_model_nouns_embeddings,nouns_adjs_verbs
110,-0.19289195657427563,0.78,0.43,hdbscan_eng_model_nouns_embeddings,translated_stop_word_removed_lemmas
111,-0.1136866638600762,0.905,0.43,hdbscan_eng_model_nouns_embeddings,stop_word_removed_lemmas
112,-0.18443850587871635,0.73125,0.74,hdbscan_model_labse_translated_lemmas_embeddings,translated_nouns_adjs_verbs
113,-0.18194332424505288,0.79375,0.74,hdbscan_model_labse_translated_lemmas_embeddings,nouns_adjs_verbs
114,-0.17067703359761915,0.75,0.74,hdbscan_model_labse_translated_lemmas_embeddings,translated_stop_word_removed_lemmas
115,-0.15130331999480948,0.79375,0.74,hdbscan_model_labse_translated_lemmas_embeddings,stop_word_removed_lemmas
116,-0.18733171109603453,0.74375,0.84,hdbscan_model_parahprase_min_translated_lemmas_embeddings,translated_nouns_adjs_verbs
117,-0.1580987015883742,0.78125,0.84,hdbscan_model_parahprase_min_translated_lemmas_embeddings,nouns_adjs_verbs
118,-0.16537683020514002,0.7625,0.84,hdbscan_model_parahprase_min_translated_lemmas_embeddings,translated_stop_word_removed_lemmas
119,-0.13929426938964268,0.7875,0.84,hdbscan_model_parahprase_min_translated_lemmas_embeddings,stop_word_removed_lemmas
120,-0.16752203633145465,0.72,0.8,hdbscan_model_parahprase_max_translated_lemmas_embeddings,translated_nouns_adjs_verbs
121,-0.19932707225223342,0.8,0.8,hdbscan_model_parahprase_max_translated_lemmas_embeddings,nouns_adjs_verbs
122,-0.15521531800661217,0.72,0.8,hdbscan_model_parahprase_max_translated_lemmas_embeddings,translated_stop_word_removed_lemmas
123,-0.1759121283105985,0.81,0.8,hdbscan_model_parahprase_max_translated_lemmas_embeddings,stop_word_removed_lemmas
124,-0.39096824935898106,0.685,0.77,hdbscan_eng_model_translated_lemmas_embeddings,translated_nouns_adjs_verbs
125,-0.4736434226910083,0.76,0.77,hdbscan_eng_model_translated_lemmas_embeddings,nouns_adjs_verbs
126,-0.38243885183759463,0.695,0.77,hdbscan_eng_model_translated_lemmas_embeddings,translated_stop_word_removed_lemmas
127,-0.470640037774616,0.77,0.77,hdbscan_eng_model_translated_lemmas_embeddings,stop_word_removed_lemmas
128,-0.17420387311877644,0.7125,0.44,hdbscan_model_labse_translated_adjs_verbs_embeddings,translated_nouns_adjs_verbs
129,-0.0764967127566165,0.7875,0.44,hdbscan_model_labse_translated_adjs_verbs_embeddings,nouns_adjs_verbs
130,-0.16980857888910386,0.73125,0.44,hdbscan_model_labse_translated_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
131,-0.0568989077009586,0.80625,0.44,hdbscan_model_labse_translated_adjs_verbs_embeddings,stop_word_removed_lemmas
132,-0.23117582511547558,0.74375,0.43,hdbscan_model_parahprase_min_translated_adjs_verbs_embeddings,translated_nouns_adjs_verbs
133,-0.11439932343539616,0.775,0.43,hdbscan_model_parahprase_min_translated_adjs_verbs_embeddings,nouns_adjs_verbs
134,-0.23121883050737488,0.75625,0.43,hdbscan_model_parahprase_min_translated_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
135,-0.10971093763096178,0.78125,0.43,hdbscan_model_parahprase_min_translated_adjs_verbs_embeddings,stop_word_removed_lemmas
136,-0.15670191325618815,0.7625,0.47,hdbscan_model_parahprase_max_translated_adjs_verbs_embeddings,translated_nouns_adjs_verbs
137,-0.14878631486442598,0.79375,0.47,hdbscan_model_parahprase_max_translated_adjs_verbs_embeddings,nouns_adjs_verbs
138,-0.1511719266683068,0.7875,0.47,hdbscan_model_parahprase_max_translated_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
139,-0.12927987768399687,0.81875,0.47,hdbscan_model_parahprase_max_translated_adjs_verbs_embeddings,stop_word_removed_lemmas
140,-0.17361033766682193,0.725,0.51,hdbscan_eng_model_translated_adjs_verbs_embeddings,translated_nouns_adjs_verbs
141,-0.1521181574949994,0.7875,0.51,hdbscan_eng_model_translated_adjs_verbs_embeddings,nouns_adjs_verbs
142,-0.17729012941765326,0.75,0.51,hdbscan_eng_model_translated_adjs_verbs_embeddings,translated_stop_word_removed_lemmas
143,-0.14292486726870932,0.8,0.51,hdbscan_eng_model_translated_adjs_verbs_embeddings,stop_word_removed_lemmas
144,-0.17601722127114564,0.725,0.71,hdbscan_model_labse_translated_nouns_embeddings,translated_nouns_adjs_verbs
145,-0.15879648662159623,0.775,0.71,hdbscan_model_labse_translated_nouns_embeddings,nouns_adjs_verbs
146,-0.16436982611100792,0.7375,0.71,hdbscan_model_labse_translated_nouns_embeddings,translated_stop_word_removed_lemmas
147,-0.14489326947333814,0.79375,0.71,hdbscan_model_labse_translated_nouns_embeddings,stop_word_removed_lemmas
148,-0.15884499663199383,0.7125,0.59,hdbscan_model_parahprase_min_translated_nouns_embeddings,translated_nouns_adjs_verbs
149,-0.19099050702104275,0.7875,0.59,hdbscan_model_parahprase_min_translated_nouns_embeddings,nouns_adjs_verbs
150,-0.15382620384301116,0.725,0.59,hdbscan_model_parahprase_min_translated_nouns_embeddings,translated_stop_word_removed_lemmas
151,-0.1808935498903827,0.80625,0.59,hdbscan_model_parahprase_min_translated_nouns_embeddings,stop_word_removed_lemmas
152,-0.1934012747148223,0.75625,0.72,hdbscan_model_parahprase_max_translated_nouns_embeddings,translated_nouns_adjs_verbs
153,-0.19047755714547918,0.8,0.72,hdbscan_model_parahprase_max_translated_nouns_embeddings,nouns_adjs_verbs
154,-0.1706173900724456,0.76875,0.72,hdbscan_model_parahprase_max_translated_nouns_embeddings,translated_stop_word_removed_lemmas
155,-0.17570220504652823,0.80625,0.72,hdbscan_model_parahprase_max_translated_nouns_embeddings,stop_word_removed_lemmas
156,-0.16666860429550615,0.725,0.76,hdbscan_eng_model_translated_nouns_embeddings,translated_nouns_adjs_verbs
157,-0.18029085770029188,0.8,0.76,hdbscan_eng_model_translated_nouns_embeddings,nouns_adjs_verbs
158,-0.14115504346728094,0.735,0.76,hdbscan_eng_model_translated_nouns_embeddings,translated_stop_word_removed_lemmas
159,-0.15479464197453266,0.81,0.76,hdbscan_eng_model_translated_nouns_embeddings,stop_word_removed_lemmas
160,-0.16990185414187597,0.725,0.76,hdbscan_model_labse_translated_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
161,-0.2055506540144685,0.79375,0.76,hdbscan_model_labse_translated_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
162,-0.15878188665401483,0.73125,0.76,hdbscan_model_labse_translated_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
163,-0.17745622959370672,0.79375,0.76,hdbscan_model_labse_translated_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
164,-0.18733171109603453,0.74375,0.78,hdbscan_model_parahprase_min_translated_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
165,-0.15917103036114125,0.78125,0.78,hdbscan_model_parahprase_min_translated_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
166,-0.16537683020514002,0.7625,0.78,hdbscan_model_parahprase_min_translated_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
167,-0.13929426938964268,0.7875,0.78,hdbscan_model_parahprase_min_translated_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
168,-0.18619004527149474,0.73125,0.78,hdbscan_model_parahprase_max_translated_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
169,-0.169570383456632,0.7875,0.78,hdbscan_model_parahprase_max_translated_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
170,-0.14751677046059575,0.7375,0.78,hdbscan_model_parahprase_max_translated_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
171,-0.15255382539367718,0.80625,0.78,hdbscan_model_parahprase_max_translated_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
172,-0.1668852620772499,0.725,0.84,hdbscan_eng_model_translated_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
173,-0.16285498772353357,0.8,0.84,hdbscan_eng_model_translated_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
174,-0.14741931569929362,0.73,0.84,hdbscan_eng_model_translated_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
175,-0.14275513442017268,0.825,0.84,hdbscan_eng_model_translated_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
176,-0.1738343968050163,0.71875,0.72,hdbscan_model_labse_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
177,-0.18616994314553342,0.7875,0.72,hdbscan_model_labse_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
178,-0.16826631304952883,0.74375,0.72,hdbscan_model_labse_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
179,-0.16372685782053686,0.8,0.72,hdbscan_model_labse_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
180,-0.1914096093313762,0.75625,0.74,hdbscan_model_parahprase_min_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
181,-0.1920479344362517,0.79375,0.74,hdbscan_model_parahprase_min_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
182,-0.17857948225198117,0.75625,0.74,hdbscan_model_parahprase_min_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
183,-0.19495818640900076,0.825,0.74,hdbscan_model_parahprase_min_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
184,-0.37270439800286925,0.68,0.8,hdbscan_model_parahprase_max_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
185,-0.44126530920547113,0.75,0.8,hdbscan_model_parahprase_max_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
186,-0.3652603156603685,0.69,0.8,hdbscan_model_parahprase_max_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
187,-0.45274079344597695,0.76,0.8,hdbscan_model_parahprase_max_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
188,-0.21083889146491366,0.79,0.39,hdbscan_eng_model_stop_word_removed_lemmas_embeddings,translated_nouns_adjs_verbs
189,-0.1515776075725129,0.88,0.39,hdbscan_eng_model_stop_word_removed_lemmas_embeddings,nouns_adjs_verbs
190,-0.2112599412381949,0.815,0.39,hdbscan_eng_model_stop_word_removed_lemmas_embeddings,translated_stop_word_removed_lemmas
191,-0.15087810485850386,0.915,0.39,hdbscan_eng_model_stop_word_removed_lemmas_embeddings,stop_word_removed_lemmas
192,-0.17134234071607754,0.73125,0.89,kmeans_model_labse_text_embeddings,translated_nouns_adjs_verbs
193,-0.1650034191810041,0.7875,0.89,kmeans_model_labse_text_embeddings,nouns_adjs_verbs
194,-0.13495377568260342,0.74375,0.89,kmeans_model_labse_text_embeddings,translated_stop_word_removed_lemmas
195,-0.14651788295079976,0.79375,0.89,kmeans_model_labse_text_embeddings,stop_word_removed_lemmas
196,-0.1588236878973534,0.725,0.83,kmeans_model_parahprase_min_text_embeddings,translated_nouns_adjs_verbs
197,-0.1301844377103973,0.775,0.83,kmeans_model_parahprase_min_text_embeddings,nouns_adjs_verbs
198,-0.16381173570934937,0.75,0.83,kmeans_model_parahprase_min_text_embeddings,translated_stop_word_removed_lemmas
199,-0.10619283386698027,0.775,0.83,kmeans_model_parahprase_min_text_embeddings,stop_word_removed_lemmas
200,-0.18658402431344595,0.74375,0.91,kmeans_model_parahprase_max_text_embeddings,translated_nouns_adjs_verbs
201,-0.15981665284665278,0.7875,0.91,kmeans_model_parahprase_max_text_embeddings,nouns_adjs_verbs
202,-0.16537288701006808,0.76875,0.91,kmeans_model_parahprase_max_text_embeddings,translated_stop_word_removed_lemmas
203,-0.15117565331423483,0.8125,0.91,kmeans_model_parahprase_max_text_embeddings,stop_word_removed_lemmas
204,-0.18958113574632177,0.7625,0.36,kmeans_eng_model_text_embeddings,translated_nouns_adjs_verbs
205,-0.12847880287001795,0.875,0.36,kmeans_eng_model_text_embeddings,nouns_adjs_verbs
206,-0.19010234447916152,0.78125,0.36,kmeans_eng_model_text_embeddings,translated_stop_word_removed_lemmas
207,-0.11124915119158403,0.9,0.36,kmeans_eng_model_text_embeddings,stop_word_removed_lemmas
208,-0.16643512174691663,0.73125,0.8,kmeans_model_labse_translated_embeddings,translated_nouns_adjs_verbs
209,-0.1686925741528946,0.79375,0.8,kmeans_model_labse_translated_embeddings,nouns_adjs_verbs
210,-0.12258087861851397,0.7375,0.8,kmeans_model_labse_translated_embeddings,translated_stop_word_removed_lemmas
211,-0.15644206172003594,0.8125,0.8,kmeans_model_labse_translated_embeddings,stop_word_removed_lemmas
212,-0.18135576002428552,0.73125,0.85,kmeans_model_parahprase_min_translated_embeddings,translated_nouns_adjs_verbs
213,-0.16682928979392406,0.7875,0.85,kmeans_model_parahprase_min_translated_embeddings,nouns_adjs_verbs
214,-0.1469443725561988,0.74375,0.85,kmeans_model_parahprase_min_translated_embeddings,translated_stop_word_removed_lemmas
215,-0.155000154248118,0.8,0.85,kmeans_model_parahprase_min_translated_embeddings,stop_word_removed_lemmas
216,-0.1762302591663378,0.74375,0.9,kmeans_model_parahprase_max_translated_embeddings,translated_nouns_adjs_verbs
217,-0.12277869956448853,0.78125,0.9,kmeans_model_parahprase_max_translated_embeddings,nouns_adjs_verbs
218,-0.15545768724110517,0.76875,0.9,kmeans_model_parahprase_max_translated_embeddings,translated_stop_word_removed_lemmas
219,-0.09532759997698399,0.7875,0.9,kmeans_model_parahprase_max_translated_embeddings,stop_word_removed_lemmas
220,-0.1762302591663378,0.74375,0.89,kmeans_eng_model_translated_embeddings,translated_nouns_adjs_verbs
221,-0.11564323417373756,0.76875,0.89,kmeans_eng_model_translated_embeddings,nouns_adjs_verbs
222,-0.15545768724110517,0.76875,0.89,kmeans_eng_model_translated_embeddings,translated_stop_word_removed_lemmas
223,-0.09532759997698399,0.7875,0.89,kmeans_eng_model_translated_embeddings,stop_word_removed_lemmas
224,-0.17373618982366076,0.71875,0.72,kmeans_model_labse_cleaned_text_translated_embeddings,translated_nouns_adjs_verbs
225,-0.1890765664594783,0.775,0.72,kmeans_model_labse_cleaned_text_translated_embeddings,nouns_adjs_verbs
226,-0.15663641526748573,0.70625,0.72,kmeans_model_labse_cleaned_text_translated_embeddings,translated_stop_word_removed_lemmas
227,-0.18309180232396816,0.7875,0.72,kmeans_model_labse_cleaned_text_translated_embeddings,stop_word_removed_lemmas
228,-0.18299594748414522,0.75,0.87,kmeans_model_parahprase_min_cleaned_text_translated_embeddings,translated_nouns_adjs_verbs
229,-0.1754578918098076,0.78125,0.87,kmeans_model_parahprase_min_cleaned_text_translated_embeddings,nouns_adjs_verbs
230,-0.159847467935443,0.76875,0.87,kmeans_model_parahprase_min_cleaned_text_translated_embeddings,translated_stop_word_removed_lemmas
231,-0.16507912448963522,0.8125,0.87,kmeans_model_parahprase_min_cleaned_text_translated_embeddings,stop_word_removed_lemmas
232,-0.1762302591663378,0.74375,0.93,kmeans_model_parahprase_max_cleaned_text_translated_embeddings,translated_nouns_adjs_verbs
233,-0.12326837708816188,0.78125,0.93,kmeans_model_parahprase_max_cleaned_text_translated_embeddings,nouns_adjs_verbs
